Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
Mieszkanie w Genialnej Lokalizacji-Centrum Gdańska|1 199 999 zł|Gdańsk, |Śródmieście, | • 3 pokoje|61,60 m²|1/3|3|2||Wtórny|||23.01.2024|16.04.2024|morizon-786376|369|0||12.01.2024|||||||||||||||||||||||||
Zajezdnia I Brak PCC I 2 łazienki I Hala I Komórka|1 330 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|68,42 m²|1/5|5|||Wtórny|Na wyłączność||23.02.2024|19.04.2024|morizon-HEX682054|232|0|||||||||||||||||||||||||||
Przestronny apartament w centrum Gdańska|1 350 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|67,40 m²|3/5|5|1|Tak|Wtórny|Na wyłączność|2011|19.12.2023|25.03.2024|morizon-DH500420|352|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Przestrzenne 4 pokoje z ogródkiem|1 547 340 zł|Gdańsk, |Chełm, | • 4 pokoje|94,35 m²||2|||Pierwotny|||27.03.2024|25.03.2024|morizon-HEX542206|39|0|||||||||||||||||||||||||||
Klimatyczne 3 pokoje|1 784 485 zł|Gdańsk, |Artura Grottgera| • 3 pokoje|78,89 m²|2/3|3|||Wtórny|||29.03.2024|27.03.2024|morizon-HEX542642|53|0|||||||||||||||||||||||||||
110m2 z przepięknym widokiem z ostatniego piętra|1 890 000 zł|Gdańsk, |Letnica, | • 4 pokoje|110 m²|17/17|17||Tak|Wtórny||2024|11.03.2024|10.04.2024|morizon-840924|139|0||11.03.2024|Apartamentowiec||||||||||||||||||||||||
Piętrowy lokal, boczny widok na rzekę- Granaria|2 344 817 zł|Gdańsk, |Śródmieście, | • 4 pokoje|117,83 m²|6/7|7|||Wtórny|Na wyłączność|2024|20.02.2024|06.03.2024|morizon-DH287688|183|0||30.07.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Niepowtarzalny apartament 100 metrów od morza|3 200 000 zł|Gdańsk, |Jelitkowo, | • 4 pokoje|82 m²|2/3|3|3|Tak|Wtórny||2010|10.01.2024|03.04.2024|morizon-240720|310|0|||Apartamentowiec|Cegła|Co Miejskie||||||Tak||||||||||||||||
Apartament 300 m od morza|3 500 000 zł|Gdańsk, |Jelitkowo, | • 4 pokoje|90,12 m²|1/3|3|3||Wtórny|Na wyłączność|2017|25.12.2023|17.04.2024|morizon-719663|316|0|1|28.11.2023|Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Najtańsze w Gdańsku Promocja tylko w tym Tygodniu|405 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|36,87 m²|3/4|4|1|Tak|Pierwotny||2024|13.02.2024|12.04.2024|morizon-HEX964553|89|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Najtańsze w Gdańsku Promocja tylko w tym Tygodniu|405 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|36,95 m²|2/4|4|1|Tak|Pierwotny||2024|13.02.2024|12.04.2024|morizon-HEX778978|104|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Fantastyczne 2 pokoje, świetna lokalizacja|424 500 zł|Gdańsk, |Łostowice, | • 2 pokoje|37,10 m²|1/4|4|1|Tak|Pierwotny||2025|12.01.2024|15.03.2024|morizon-OF211252313|85|0||31.12.2025|||||||||||||||||||||||||
Idealne dla rodziny lub pod wynajem|424 500 zł|Gdańsk, |Łostowice, | • 2 pokoje|37,10 m²|1/4|4|||Pierwotny||2025|20.10.2023|02.04.2024|morizon-8322/8976/OMS|123|0|||NISKI BLOK||||DO WYKOŃCZENIA||||||WŁASNOŚĆ||||||||||||||
Mieszkanie 3 pokojowe ul.Hokejowa|480 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|52,76 m²|1/3|3|2|Tak|Wtórny|Na wyłączność|2022|06.03.2024|22.04.2024|morizon-S373925|104|0||31.03.2024|||||||||||||||||||||||||
Urokliwe Mieszkanie z Tarasem i Ogródkiem|529 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|37,09 m²||3|1||Wtórny||2023|06.10.2023|12.01.2024|morizon-507324|269|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Mieszkanie gotowe NA JUŻ, 800m od morza|545 025 zł|Gdańsk, |Letnica| • 1 pokój|31,10 m²||8|1|Tak|Pierwotny||2024|26.03.2024|26.03.2024|morizon-OF121703|50|0|||||||||||||||||||||||||||
2 pokoje blisko Starego Miasta|549 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|40,34 m²|2/4|4||Tak|Wtórny||1956|21.02.2024|12.04.2024|morizon-PH942585|365|0|||Kamienica||Co Miejskie||||||||||||||||||||||
Gdańsk Morena - 2 pokoje z balkonem, bez prowizji|578 169 zł|Gdańsk, |Aleja Pawła Adamowicza| • 2 pokoje|41,75 m²|1/4|4|1||Wtórny||2025|19.03.2024|03.04.2024|morizon-HEX102340|56|0|||||||||||||||||||||||||||
Gotowiec inwestycyjny w centrum Gdańska|599 000 zł|Gdańsk, |Śródmieście| • 2 pokoje|30 m²|1/4|4|1|Tak|Pierwotny||2023|04.04.2024|04.04.2024|morizon-OF498576|63|0|||||||||||||||||||||||||||
2-pokojowe w zieleni blisko Centrum i Starówki|599 000 zł|Gdańsk, |Zagrodowa| • 2 pokoje|44 m²||2|||Wtórny|Na wyłączność|1930|09.03.2024|22.04.2024|morizon-259/5569/OMS|100|0||09.03.2024|KAMIENICA|CEGŁA|C.O. GAZOWE||WYSOKI STANDARD|ODDZIELNA|1||||WŁASNOŚĆ||||||255 cm||||||||
Po remoncie, przestronne, 3-pokojowe, na Morenie|599 000 zł|Gdańsk, |Morena, | • 3 pokoje|56,10 m²|1/10|10|2||Wtórny||1978|07.02.2024|05.04.2024|morizon-DH410205|220|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Mieszkanie gotowe do wprowadzenia, inwestycja|599 000 zł|Gdańsk, |Letnica, | • 2 pokoje|30,16 m²|7/12|12||Tak|Wtórny||2021|15.09.2023|10.04.2024|morizon-PAN695948|514|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
Rodzinne 3-pokojowe mieszkanie|619 000 zł|Gdańsk, |Kokoszki, | • 3 pokoje|65,80 m²|2/3|3||Tak|Wtórny||2008|12.02.2024|20.04.2024|morizon-R-739115|199|0|1|09.02.2024|Blok Mieszkalny||||||||||||||||||||||||
NOWE 2 pokoje z balkonem, funkcjonalny układ|626 878 zł|Gdańsk, |Morena, | • 2 pokoje|44,08 m²|1/5|5||Tak|Pierwotny||2025|18.12.2023|24.03.2024|morizon-DH548988|156|0||30.06.2025|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Gotowy apartament w sercu miasta! Inwestycja|645 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|40 m²|2/4|4||Nie|Wtórny||1897|14.09.2022|14.04.2024|morizon-PAN732636|2 441|0|||Kamienica|Cegła|Gazowe||||||Nie||||||||||||||||
Luksusowe mieszkanie/3 pokoje/Zajezdnia Wrzeszcz|1 399 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 3 pokoje|61,21 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2021|22.04.2024|22.04.2024|morizon-467068|1|25|||||||||||||||||||||||||||
OSTATNI LOKAL 77m2+HALE+komórki_1,9km tramwaj|665 000 zł|Gdańsk, |Jasień| • 4 pokoje|71 m²|1/4|4||Tak|Pierwotny||2023|06.03.2024|17.04.2024|morizon-1039|85|0|||Blok|Wielka płyta|Miejskie||Do wykończenia||||||Własność|PCV|||||||||||||
4 pokoje z 2 balkonami, słoneczne - odbiór luty 20|665 500 zł|Gdańsk, |Jasień, | • 4 pokoje|68,07 m²|1/4|4||Tak|Pierwotny||2025|03.04.2024|02.04.2024|morizon-HA015374|24|0|||||C.o. miejskie|||Półotwarta|1|Nie|Nie||Własność||||4,60 m²|Deweloperski|||||||||
Idealne pod inwestycję! 2 pokoje, niezależny układ balkon! Spacerem do Neptuna|669 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|44 m²|2/4|4||Tak|Wtórny||1950|11.03.2024|12.03.2024|morizon-24/PB/S/1|321|0|1|25.03.2024|Blok|Cegła|Gazowe||Do odświeżenia|Osobna|1|Tak|Nie||Własność||||2 m²|Dobry|300 cm||||||||
Gdańsk Morena - 3 pokoje z balkonem - bez prowizji|692 639 zł|Gdańsk, |Aleja Pawła Adamowicza| • 3 pokoje|57,63 m²|1/4|4|2||Wtórny||2024|19.03.2024|03.04.2024|morizon-HEX166320|41|0|||||||||||||||||||||||||||
NOWE 3 pokoje z balkonem, funkcjonalny układ|694 788 zł|Gdańsk, |Morena, | • 3 pokoje|57,29 m²|1/5|5||Tak|Pierwotny||2025|18.12.2023|24.03.2024|morizon-DH416639|165|0||30.06.2025|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Inwestycyjne cacko - 2 pokoje na Waterlane Vintage|696 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|29 m²|4/5|5|1||Wtórny||2021|27.11.2023|17.04.2024|morizon-DH156872|253|0|||Apartamentowiec||||||||||||||||||||||||
Opis nieruchomości|699 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|65,40 m²||4|||Wtórny|Na wyłączność|1979|09.02.2024|19.03.2024|morizon-PH220786|314|0|||Blok Mieszkalny|Wielka płyta|Co Miejskie||||||||||||||||||||||
DWA NIEZALEŻNE POKOJE W CENTRUM WRZESZCZA|699 000 zł|Gdańsk, |Wrzeszcz, | • 2 pokoje|56,13 m²|2/4|4|1|Tak|Wtórny||1960|29.06.2023|21.04.2024|morizon-PAN339872|772|0|||Kamienica|Cegła|Co Miejskie||||||Nie||||||||||||||||
Gdańsk Morena - 2 pokoje z ogródkiem, bez prowizji|736 952 zł|Gdańsk, |Aleja Pawła Adamowicza| • 2 pokoje|57,20 m²||4|1||Wtórny||2025|18.03.2024|03.04.2024|morizon-HEX269661|43|0|||||||||||||||||||||||||||
2 pokoje w idealnym stanie do zamieszkania|740 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|51,50 m²|1/3|3|||Wtórny|||02.02.2024|18.04.2024|morizon-1797/13290/OMS|141|0|||KAMIENICA|CEGŁA|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|OTWARTA|1||||||||||||||||||
4 pokoje w Oruni|745 000 zł|Gdańsk, |Ujeścisko, | • 3 pokoje|64,26 m²||3|||Wtórny||2005|08.02.2024|16.03.2024|morizon-SOLO680|188|0|||Blok mieszkalny|Cegła|Ogrzewanie miejskie||Wysoki standard|Kuchnia zamykana z oknem|||Tak||Własność||||||260 cm||||||||
Gdańsk Morena - 3 pokoje z balkonem - bez prowizji|750 473 zł|Gdańsk, |Aleja Pawła Adamowicza| • 3 pokoje|57,29 m²|4/4|4|2||Wtórny||2025|19.03.2024|03.04.2024|morizon-HEX994208|47|0|||||||||||||||||||||||||||
2 pokoje, kamienica św. Ducha-plan na inwestycję|769 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|40,10 m²|4/4|4||Nie|Wtórny|Na wyłączność|1700|06.03.2024|12.03.2024|morizon-24/PB/W/SP/1|129|0|1|31.03.2024|Kamienica|Cegła|Miejskie||Do wykończenia|Osobna|1|Tak|Nie||Własność|||||Dobry|300 cm|2,10 m²|40 m²||||||
Przestronny szereg z ogródkiem na Jasieniu|789 000 zł|Gdańsk, |Jasień| • 4 pokoje|92,48 m²||1|3||Pierwotny||2026|30.01.2024|05.03.2024|morizon-OF853793|152|0||30.04.2026|||||||||Tak||||||||||||||||
Przestronne 3 pokoje z dużym balkonem i halą|799 000 zł|Gdańsk, |Jasień, | • 3 pokoje|71,14 m²|2/3|3||Tak|Wtórny||2017|02.12.2022|15.04.2024|morizon-PAN395810|1 087|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
Dwa pokoje blisko morza-Trzy Żagle|809 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|47 m²|12/15|15|||Wtórny|Na wyłączność|2011|27.10.2023|05.03.2024|morizon-TY735626|615|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Mieszkanie 3 pokojowe w świetnej lokalizacji|869 000 zł|Gdańsk, |Budapesztańska| • 3 pokoje|66 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2004|04.01.2024|19.03.2024|morizon-OF944582319|468|0|||||||||||||||||||||||||||
Mieszkanie z potencjałem w kameralnej lokalizacji|899 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|83 m²||4|3||Wtórny|||04.02.2024|20.04.2024|morizon-WE360076|351|0|||||||||||||||||||||||||||
Mieszkanie z poddaszem w pięknej kamienicy|909 000 zł|Gdańsk, |Aniołki, | • 3 pokoje|60,78 m²|3/3|3|2||Wtórny|Na wyłączność|1920|21.02.2024|23.02.2024|morizon-DH894384|118|0|||Kamienica||Gazowe||||||||||||||||||||||
Mieszkanie 3 pokojowe, Gdańsk Myśliwska|929 000 zł|Gdańsk, |Morena, | • 3 pokoje|65 m²|1/3|3||Tak|Wtórny||2012|25.12.2023|09.04.2024|morizon-28274/3685/OMS|303|0||27.12.2023|NISKI BLOK|YTONG|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|ANEKS KUCHENNY|2||||WŁASNOŚĆ||||||265 cm||||||||
3 pokojowe mieszkanie w Gdańsku, w doskonałej lokalizacji|939 000 zł|Gdańsk, |Jasień, | • 3 pokoje|78,26 m²||4|||Wtórny|Na wyłączność|2019|05.01.2024|09.04.2024|morizon-10|310|0|1||Blok|Pustak|Gazowe||Wysoki standard|Półotwarta|1|Tak|Tak|154 m²|Własność|||||Bardzo dobry|||||Tak||||
Trzy pokoje z balkonem, 2 km od centrum Gdańska|961 232 zł|Gdańsk, |Siedlce, | • 3 pokoje|58,26 m²|2/5|5||Tak|Pierwotny||2025|20.03.2024|25.03.2024|morizon-WH551256|54|0|1|31.03.2025||Cegła|||||||||||||||||56,78 m²||||||
Mieszkanie 2 pokoje + hala garażowa GARNIZON|998 000 zł|Gdańsk M., |Gdańsk, | • 2 pokoje|43,19 m²|2/4|4|||Wtórny||2021|25.03.2024|25.03.2024|morizon-BHN-MS-4150-6|109|0|||Apartamentowiec||||Wysoki standard|||||||||||||||550|||||
Obniżka! Prestiżowa lokalizacja / do wprowadzenia|999 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|52,06 m²|2/4|4|||Wtórny|Na wyłączność|2015|20.02.2024|15.03.2024|morizon-8947/8976/OMS|208|0|||APARTAMENTOWIEC||C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
4 Pokoje W Kamienicy - Śródmieście|1 000 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|102 m²|2/3|3|||Wtórny||1900|05.03.2024|22.04.2024|morizon-1252/13290/OMS|134|0|||KAMIENICA|CEGŁA|C.O. GAZOWE,PIEC||DO REMONTU|ODDZIELNA|2||||WŁASNOŚĆ||||||||||||||
3 Pokojowy Apartament blisko morza|1 019 000 zł|Gdańsk, |Letnica, | • 3 pokoje|64,23 m²|1/4|4|2|Tak|Wtórny||2022|18.10.2023|16.04.2024|morizon-TC840032|314|0|1|18.11.2023|Blok Mieszkalny||||||||||||||||||||||||
nowe mieszkanie do odbioru blisko UCM, Śródmieścia|1 092 150 zł|Gdańsk, |Śródmieście, | • 3 pokoje|72,81 m²||7|2||Pierwotny||2024|21.02.2024|21.02.2024|morizon-DH381838|80|0||01.10.2024|Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
Bezczynszowe mieszkanie z ogrodem 600 m2|1 099 000 zł|Gdańsk, |Siedlce, | • 3 pokoje|78,80 m²||1||Nie|Wtórny||1932|18.07.2023|22.04.2024|morizon-PAN209306|344|0|||Kamienica|Cegła|Gazowe||||||Nie||||||||||||||||
3 Pokoje Na Letnicy - 9 Piętro|1 122 200 zł|Gdańsk, |Letnica, | • 3 pokoje|63 m²|9/17|17|||Pierwotny|||29.02.2024|22.04.2024|morizon-2199/13290/OMS|54|0|||APARTAMENTOWIEC||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|||||||||||||||||||
LOKAL MIESZKALNY Z NAJEMCĄ BIZNESOWYM (SIEDZIBA FI|1 170 000 zł|Gdańsk, |Jaśkowa Dolina| • 3 pokoje|78 m²||2||Nie|Wtórny|Na wyłączność||15.03.2024|17.04.2024|morizon-LX014755|30|0|2||||C.o. miejskie|||Półotwarta|1||Nie||Własność||||||||||||||
Opis nieruchomości|1 249 000 zł|Gdańsk, |Morena, | • 4 pokoje|75,73 m²||4|3||Wtórny||2021|27.11.2023|20.03.2024|morizon-PH468751|357|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Szafarnia I Słoneczne I Komórka I Hala Garażowa|1 299 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|69,80 m²|5/5|5|||Wtórny|Na wyłączność||24.02.2024|19.04.2024|morizon-HEX134344|225|0|||||||||||||||||||||||||||
Pół wolnostojącego domu na Siedlcach|1 349 000 zł|Gdańsk, |Siedlce, | • 3 pokoje|160 m²||1||Nie|Wtórny||1960|31.03.2024|31.03.2024|morizon-WV032537|66|0|||||Gazowe|||Osobna|1|Nie|Tak||Własność||||40 m²|Bardzo dobry|||||||||
15 piętro! Widok na morze! Odbiór na wiosnę|1 353 990 zł|Gdańsk, |Letnica, | • 4 pokoje|82,06 m²|15/17|17|3||Wtórny|Na wyłączność|2024|14.11.2023|10.02.2024|morizon-K3N350915|74|0|1|01.04.2024|Apartamentowiec|Cegła|Co Miejskie||||||||||||||||||||||
3 pokoje w centrum miasta, wysoki standard, HG|1 399 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|60 m²|2/5|5|2|Tak|Wtórny||2019|14.03.2024|30.03.2024|morizon-HEX276433|58|0|||Apartamentowiec||||||||||||||||||||||||
Dwie niezalezne sypialnie i salon z aneksem kuchennym ze słonecznym balkonem :)|590 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|49,60 m²|1/3|3||Tak|Wtórny|Na wyłączność|1984|16.04.2024|22.04.2024|morizon-674|73|25|1||Blok||Miejskie||Do odświeżenia|Aneks|2|Nie|||Spółdzielcze-własnościowe z KW|||||Dobry|260 cm||||Tak||||
Gdańsk Centrum - 3 pokoje, miejsce parkingowe|1 399 999 zł|Gdańsk, |Śródmieście, | • 3 pokoje|67 m²|3/5|5|2||Wtórny||2015|17.01.2024|17.04.2024|morizon-DH393991|158|0||17.01.2024|Apartamentowiec||||||||||||||||||||||||
Wyspa Spichrzów-lokal idealny do podziału|1 442 949 zł|Gdańsk, |Śródmieście, | • 3 pokoje|72,51 m²|5/7|7|||Wtórny|Na wyłączność|2024|20.02.2024|06.03.2024|morizon-DH881082|137|0||30.07.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Zamieszkaj w wyjątkowej okolicy|1 489 000 zł|Gdańsk, |Wrzeszcz, | • 4 pokoje|75 m²||2|||Wtórny|||11.01.2024|26.03.2024|morizon-437545|366|0|||Kamienica||Co Miejskie||||||||||||||||||||||
Letnica - fantastyczne mieszkanie 4 pokojowe|1 550 000 zł|Gdańsk, |Letnica, | • 4 pokoje|100,30 m²|5/5|5|3|Tak|Wtórny||2023|25.01.2024|19.04.2024|morizon-PH560296|135|0|1|20.01.2024|Blok Mieszkalny|Konstrukcja żelbetowa|Co Miejskie||||||||||||||||||||||
MIESZKANIE Z WIDOKIEM NA MORZE|1 694 000 zł|Gdańsk, |Żabianka, | • 4 pokoje|77 m²|7/10|10||Tak|Wtórny||2010|15.01.2024|10.04.2024|morizon-PAN906871|393|0|||Blok Mieszkalny|Konstrukcja żelbetowa|Co Miejskie||||||Nie||||||||||||||||
Luksusowy apartament DEO PLAZA|1 995 000 zł|Gdańsk, |Śródmieście, | • 1 pokój|58 m²|1/6|6|1||Wtórny|Na wyłączność|2019|18.09.2023|08.04.2024|morizon-WH449292|273|0|1||Apartamentowiec|YTong|Co Miejskie||||||||||||||||||||||
Elegancki Apartament przy plaży|2 200 000 zł|Gdańsk, |Jelitkowo, | • 2 pokoje|74,53 m²|2/3|3|1|Tak|Wtórny|Na wyłączność|2006|24.08.2023|14.04.2024|morizon-EC367239|696|0|1||||Co Miejskie||||||||||||||||||||||
Z kawalerki zrób 2 pokoje i zarabiaj na wynajmie - do własnej aranżacji, Siedlce|399 000 zł|Gdańsk, |Siedlce| • 1 pokój|30,94 m²|8/10|10||Tak|Wtórny||1977|14.03.2024|14.03.2024|morizon-2024/GD/GO/PB/1|183|0|1|14.03.2024|Blok|Wielka płyta|Miejskie||Do remontu|Osobna|1|Tak|Nie||Własność||||1 m²|Dobry|260 cm|4 m²|||Tak||||
Najtańsze w Gdańsku Promocja tylko w tym Tygodniu|405 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|37,17 m²|2/4|4|1|Tak|Pierwotny||2024|08.02.2024|12.04.2024|morizon-HEX562535|147|0||30.09.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Idealne na inwestycję|469 119 zł|Gdańsk, |Śródmieście, | • 1 pokój|25,99 m²|2/4|4|||Pierwotny||2024|22.03.2024|20.04.2024|morizon-Styl370682624|74|0||31.08.2024|Blok Mieszkalny||||||||||||||||||||||||
"2 pokoje | Wysoki standard | Nowe"|489 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|32,80 m²|1/3|3|1|Tak|Wtórny||2023|08.01.2024|03.04.2024|morizon-AG287632|270|0||08.01.2024|Blok Mieszkalny|Silikat|Co Miejskie||||||||||||||||||||||
"Wykończone | 2 lub 3 pokoje | balkon + ogródek"|499 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|47 m²||3|2|Tak|Wtórny|Na wyłączność|2004|02.01.2024|14.04.2024|morizon-HEX544646|462|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
OKAZJA! mieszkanie/Żabianka/przy morzu|499 000 zł|Gdańsk, |Żabianka, | • 2 pokoje|36,60 m²|6/10|10||Tak|Wtórny||1977|21.12.2023|05.03.2024|morizon-298/9733/OMS|656|0||20.12.2023|WIEŻOWIEC||C.O. Z SIECI MIEJSKIEJ|||ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
PROMOCJA Mieszkanie premium wykończone pod klucz|520 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|37 m²||4|1||Wtórny||2023|07.12.2023|05.04.2024|morizon-PH627594|257|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
PRZYTULNE, 2-POKOJOWE, \'SERCE\' DOLNEGO WRZESZCZA|570 000 zł|Gdańsk, |Wrzeszcz, | • 2 pokoje|32 m²|4/4|4||Nie|Wtórny||1938|27.03.2024|10.04.2024|morizon-IF03883|67|0|||||C.o. miejskie|||Półotwarta|1||Nie||Własność|||||Wysoki standard|||||||||
Kawalerka z pełnym wyposażeniem, Parter|575 000 zł|Gdańsk, |Przymorze, | • 1 pokój|27 m²||4||Nie|Wtórny||1975|22.02.2024|09.04.2024|morizon-PAN870136|272|0|||Blok Mieszkalny|Wielka płyta|Co Miejskie||||||Nie||||||||||||||||
Spółdzielczo własnościowe 3 pokoje Orunia Górna|590 000 zł|Gdańsk, |Orunia Górna, | • 3 pokoje|61 m²||4|2|Tak|Wtórny|Na wyłączność|1993|29.03.2024|29.03.2024|morizon-164473|155|0|||Blok Mieszkalny|Wielka płyta|Co Miejskie||||||||||||||||||||||
Spółdzielcze mieszkanie do remontu 55,70m2|599 000 zł|Gdańsk, |Wrzeszcz, | • 2 pokoje|55,70 m²|3/3|3||Tak|Wtórny|Na wyłączność|1960|04.12.2023|19.04.2024|morizon-LDK659670|807|0||01.12.2023|Blok Mieszkalny|Cegła|Co Miejskie||Do remontu|Osobna|1||Nie||Spółdzielcze-własnościowe|||||Dobry|300 cm||||||||
Mieszkanie 3 pokojowe ! Blisko Gdańsk-Śródmieście|629 000 zł|Gdańsk, |Sandomierska| • 3 pokoje|73,60 m²||2|||Wtórny||1904|14.12.2023|09.04.2024|morizon-28055/3685/OMS|883|0||11.12.2023|KAMIENICA|CEGŁA|C.O. GAZOWE||WYSOKI STANDARD|ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
Nowe Osiedle, Kompaktowe Mieszkanie, Morena|632 912 zł|Gdańsk, |Jasień| • 2 pokoje|44,17 m²|1/4|4|1|Tak|Pierwotny||2025|28.11.2023|29.02.2024|morizon-867222|90|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Do odnowienia, zadbane, 3 pok. na Morenie|635 000 zł|Gdańsk, |Morena Piecki-Migowo, | • 3 pokoje|61,50 m²|3/10|10|2||Wtórny||1980|29.02.2024|30.03.2024|morizon-DH998034|135|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
3 pokoje z balkonem - odbiór II kw. 2024|692 639 zł|Gdańsk, |Morena, | • 3 pokoje|57,63 m²|1/4|4||Tak|Pierwotny||2024|18.12.2023|24.03.2024|morizon-DH262704|142|0||30.06.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Wyremontowane mieszkanie blisko morza|695 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|46 m²|1/9|9||Tak|Wtórny||1966|05.03.2024|20.03.2024|morizon-PAN269999|219|0|||Blok Mieszkalny|YTong|Co Miejskie||||||Nie||||||||||||||||
Opis nieruchomości|750 000 zł|Gdańsk, |Morena, | • 3 pokoje|62,70 m²|4/11|11|||Wtórny||1980|18.01.2024|14.04.2024|morizon-PH545142|192|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
"Wykończone pod klucz w Cenie | Ogród z Tarasem"|759 000 zł|Gdańsk, |Orunia, | • 3 pokoje|58,69 m²||3|2||Pierwotny||2023|26.02.2024|20.03.2024|morizon-HEX927646|83|0||31.12.2023|Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
3 pokoje w cichej okolicy, WYJĄTKOWA OFERTA|769 000 zł|Gdańsk, |Chełm, | • 3 pokoje|57,20 m²||5||Tak|Wtórny|||22.02.2024|07.03.2024|morizon-572668|123|0||22.02.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Słoneczne 3 pokoje nad morzem|797 760 zł|Gdańsk, |Letnica| • 3 pokoje|49,86 m²|3/17|17||Tak|Pierwotny||2023|03.01.2024|22.03.2024|morizon-219/9142/OMS|58|0||01.05.2024||MIESZANY|C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|1||||||||||||||||||
Jasne i przestronne 3 pokoje|799 000 zł|Gdańsk, |Jasień, | • 3 pokoje|71,14 m²|2/3|3|2|Tak|Wtórny||2017|25.04.2023|15.04.2024|morizon-PH106457|454|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
