,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
3634,3634,"Mieszkanie 4pokoje, Odbiór w tym roku",1 100 756 zł,Gdańsk,Gdańsk,"Gdańsk, ", • 4 pokoje,Deweloperski,"86,48 m²",,5,7,3.0,,,Tak,PCV,,,Pierwotny,,,Apartamentowiec,10.02.2023,22.11.2023,morizon-BHN-MS-3544-2,748,0,,"9,87 m²",,,,,,,,,,,,,,Sprzedaży,,,,,
3635,3635,3 duże pokoje | kuchnia z oknem |super komunikacja,1 200 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,72 m²,,5,7,3.0,,,,,,,Wtórny,,Na wyłączność,,03.11.2023,25.03.2024,morizon-HEX502504,214,0,,,,,1960.0,,,01.02.2024,,,,,,,,Sprzedaży,,,,,
3636,3636,mieszkanie Gdańsk,1 217 000 zł,Gdańsk,,, • 4 pokoje,,"82,78 m²",,4,5,,,,,,,,Wtórny,,,Blok Mieszkalny,07.12.2023,09.03.2024,morizon-DJ247570,118,0,,,,,2021.0,,Co Miejskie,,YTong,1.0,,,,,,Sprzedaży,,,,,
3637,3637,Apartament w kamienicy w Oliwie,1 223 000 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,"47,05 m²",,1,4,,,,Tak,,,,Wtórny,,,Kamienica,06.09.2022,05.04.2023,morizon-PAN537902,1 465,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3638,3638,Oliwa- Słoneczne mieszkanie w idealnej lokalizacji,1 300 000 zł,Gdańsk,Oliwa,Obrońców Westerplatte, • 4 pokoje,,"101,60 m²",,2,4,4.0,,,,,,,Wtórny,,,,01.02.2024,06.03.2024,morizon-HEX280782,62,0,,,,,1910.0,,,,,,,,,,,Sprzedaży,,,,,
3639,3639,"Wygodne, słoneczne 2 w 1 Gdańsk Osowa",1 300 000 zł,Gdańsk,Osowa,"Gdańsk, ", • 5 pokoi,,"118,91 m²",,3,4,,Osobna,Nie,Tak,,,,Wtórny,Własność,Na wyłączność,,29.11.2023,04.12.2023,morizon-ET033036,233,0,2.0,,Nie,,2002.0,Dobry,Kotłownia lokalna,,,,,,,,,Sprzedaży,,,,,
3640,3640,Mieszkanie z rynku pierwotnego,1 331 120 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"64,27 m²",,1,3,,,,,,,,Pierwotny,,,Blok Mieszkalny,08.02.2024,08.02.2024,morizon-954301,80,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3641,3641,Apartament inwestycyjny w Grano,1 350 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"41,79 m²",,3,6,1.0,,,,,,,Wtórny,,Na wyłączność,,14.08.2023,22.11.2023,morizon-HEX553199,245,0,,,,,2021.0,,,,,,,,,,,Sprzedaży,,,,,
3642,3642,"Nowa inwestycja Gdańsk Oliwa 72,39m2",1 536 833 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"72,39 m²",,1,4,,,,,,,,Pierwotny,,,Apartamentowiec,25.01.2024,02.02.2024,morizon-DJ915984,95,0,,,Tak,,2024.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3643,3643,"Świetna inwestycja na Wyspie Spichrzów, Granaria",1 603 920 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"66,83 m²",,2,4,,,,Nie,,,,Pierwotny,,,Apartamentowiec,06.07.2023,19.02.2024,morizon-PAN820858,293,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3644,3644,"Świetna inwestycja na Wyspie Spichrzów, Granaria",1 620 720 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"67,53 m²",,7,18,,,,Nie,,,,Pierwotny,,,Apartamentowiec,06.07.2023,19.02.2024,morizon-PAN325644,388,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3645,3645,Dwa apartamenty w centrum Gdańska,1 990 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"58,13 m²",,1,5,,,,,,,,Wtórny,,,,29.03.2022,09.06.2022,morizon-EC840234,1 430,0,,,,,2020.0,,,,,1.0,,,,,,Sprzedaży,,,,,
3646,3646,"Kameralne Osiedle w Borkowie, Parking w Cenie",439 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,"43,11 m²",,1,6,1.0,,,,,,,Pierwotny,,,,03.08.2023,12.04.2024,morizon-380081,113,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3647,3647,"Atrakcyjna cena! Możliwy kredyt 2%,",463 638 zł,Gdańsk,Chełm,Czerska, • 2 pokoje,,"40,67 m²",,1,4,,,,,,,,Pierwotny,,,Blok Mieszkalny,19.09.2023,25.09.2023,morizon-ECN332839,181,0,,,,,2024.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3648,3648,Mieszkanie do własnej aranżacji blisko plaży,465 000 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"36,44 m²",,3,5,,,,Nie,,,,Wtórny,,,Blok Mieszkalny,17.01.2024,03.03.2024,morizon-PAN695506,412,0,,,Nie,,1970.0,,Co Miejskie,,Wielka płyta,,,,,,,Sprzedaży,,,,,
3649,3649,Opis nieruchomości,520 000 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 2 pokoje,,"49,19 m²",,1,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,,16.01.2024,17.04.2024,morizon-HEX876922,230,0,,,,,2001.0,,,,,,,,,"44,48 m²",,Sprzedaży,,,,,
3650,3650,HOT - Bastion Wałowa ! Gotowiec inwestycyjny,595 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"29,67 m²",,17,17,,,,,,,,Wtórny,,,Apartamentowiec,13.02.2023,22.05.2023,morizon-PH251847,900,0,,,,,2021.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3651,3651,3 Pokoje przy Niepołomickiej w Gdańsku (gotowe),603 612 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,"55,89 m²",,1,1,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,13.08.2021,09.02.2024,morizon-PAN227564340,1 640,0,,,,,2023.0,,Co Miejskie,,Inne,,,,,,,Sprzedaży,,,,,
3652,3652,Gotowiec inwestycyjny - idealna lokata,659 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,40 m²,,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,18.08.2023,15.02.2024,morizon-AG238454,225,0,,,,,,,,,Cegła,,,,,,,Sprzedaży,,,,,
3653,3653,Idealne mieszkanie pod inwestycje,668 100 zł,Gdańsk,Letnica,"Letnica, ", • 2 pokoje,DO WYKOŃCZENIA,"44,54 m²",,6,6,,,,,,,,Pierwotny,WŁASNOŚĆ,,APARTAMENTOWIEC,26.10.2023,26.10.2023,morizon-8294/8976/OMS,102,0,,,,,2024.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
3654,3654,Mieszkanie GdańskJasień,701 760 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"51,39 m²",,1,4,,,,,,,,Pierwotny,,,Blok Mieszkalny,26.02.2024,05.03.2024,morizon-DJ252683,59,0,,,,,,,Co Miejskie,31.12.2025,,1.0,,,,,,Sprzedaży,,,,,
3655,3655,Wyjątkowa inwestycja na Siedlcach,750 974 zł,Gdańsk,Siedlce,"Siedlce, ", • 2 pokoje,,"38,71 m²",,2,5,1.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,25.02.2024,26.02.2024,morizon-DH593310,64,0,,,Tak,,2024.0,,,31.12.2025,,,,,,,,Sprzedaży,,,,,
3656,3656,Pilotów 21 - zamieszkaj już teraz! - gotowe mieszkania w atrakcyjnej lokalizacji,776 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 2 pokoje,,"42,80 m²",280 cm,2,5,,Aneks,Tak,Tak,,,,Pierwotny,Własność,Na wyłączność,Blok,17.11.2023,15.02.2024,morizon-1,296,0,1.0,"3,40 m²",,,2023.0,Bardzo dobry,Miejskie,17.11.2023,Bloczki,,"3,81 m²",,,,,Sprzedaży,,,,,
3657,3657,"Gotowy apartament wykończony \""pod klucz\""",783 500 zł,Gdańsk,Wyspa Sobieszewska,Sobieszewo, • 2 pokoje,,"35,23 m²",,1,4,1.0,,,,,,,Pierwotny,,,,20.11.2023,22.12.2023,morizon-OF538215,93,0,,,Tak,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3658,3658,Wyjątkowy apartament z przepięknym widokiem,861 350 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,DO WYKOŃCZENIA,"49,22 m²",,2,3,,,,,,,,Pierwotny,WŁASNOŚĆ,,APARTAMENTOWIEC,07.11.2023,31.10.2023,morizon-8295/8976/OMS,89,0,,,,,2024.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
3659,3659,2 pokojowy apartament na Wyspie Sobieszewskiej,979 080 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"45,80 m²",,3,5,,,,,,,,Pierwotny,,,,13.03.2024,13.03.2024,morizon-HEX518458,42,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3660,3660,Oliwa - 2 pokoje - ogród - Premium,987 821 zł,Gdańsk,VII Dwór,Polanki, • 2 pokoje,,"47,54 m²",,1,4,1.0,,,,,,,Wtórny,,,,07.02.2024,21.02.2024,morizon-HEX654726,69,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3661,3661,Wyjątkowa inwestycja na Siedlcach,1 069 152 zł,Gdańsk,Siedlce,"Siedlce, ", • 3 pokoje,,"49,68 m²",,2,3,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,25.02.2024,26.02.2024,morizon-DH925205,63,0,,,Tak,,2024.0,,,31.12.2025,,,,,,,,Sprzedaży,,,,,
3662,3662,Dwupoziomowe plus strych- 2 mieszkania 1 KW,1 200 000 zł,Gdańsk,Jasień,"Jasień, ", • 5 pokoi,,"196,23 m²",,1,4,4.0,,,Tak,,,,Wtórny,,Na wyłączność,,03.12.2021,13.07.2023,morizon-HEX231082,1 837,0,,,,,2004.0,,,,,,,,,,,Sprzedaży,,,,,
3663,3663,Pilotów 21 - zamieszkaj już teraz! - gotowe mieszkania w atrakcyjnej lokalizacji,1 273 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 3 pokoje,,"73,53 m²",280 cm,3,4,,,Tak,Tak,,,,Pierwotny,Własność,Na wyłączność,Blok,17.11.2023,15.02.2024,morizon-1-1,195,0,2.0,"4,90 m²",,,2023.0,Bardzo dobry,Miejskie,17.11.2023,Bloczki,,"4,24 m²",,,,,Sprzedaży,,,,,
3664,3664,Mieszkanie - Gdańsk Wrzeszcz,1 275 000 zł,Gdańsk,Wrzeszcz,"Gdańsk, ", • 2 pokoje,,"63,78 m²",,3,4,,Brak,,Nie,,,,Wtórny,Własność,,,25.03.2023,31.08.2023,morizon-JJ0440,736,0,1.0,,Tak,,2014.0,Wysoki standard,C.o. miejskie,,,,,,,,,Sprzedaży,,,,,
3665,3665,Apartament Gdańsk Oliwa z tarasem 77m2,1 427 399 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"67,89 m²",,5,10,,,,,,,,Pierwotny,,,Apartamentowiec,25.01.2024,25.01.2024,morizon-DJ750915,79,0,,,Tak,,2024.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3666,3666,3 pokojowe przestronne mieszkanie premium,1 440 000 zł,Gdańsk,Wrzeszcz,Stefana Batorego, • 2 pokoje,DO WYKOŃCZENIA,"60,22 m²",,1,4,,OTWARTA,,,,,,Pierwotny,WŁASNOŚĆ,,NISKI BLOK,13.04.2023,03.09.2023,morizon-25425/3685/OMS,253,0,,,,,2022.0,,,,,,,,,,,Sprzedaży,,,,,
3667,3667,Pilotów 21 - zamieszkaj już teraz! - gotowe mieszkania w atrakcyjnej lokalizacji,1 626 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 4 pokoje,,"99,28 m²",280 cm,1,4,,,Tak,Tak,,,,Pierwotny,Własność,Na wyłączność,Blok,17.11.2023,15.02.2024,morizon-1-2,240,0,2.0,"4,20 m²",,,2023.0,Bardzo dobry,Miejskie,17.11.2023,Bloczki,,"4,42 m²",,,,,Sprzedaży,,,,,
3668,3668,Pakiet Inwestycyjny - lokata Twojego kapitału,4 461 863 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 10 pokoi,,"262,24 m²",,1,2,,,,Tak,,,,Pierwotny,,,,12.07.2023,14.09.2023,morizon-HEX829587,418,0,,,,,,,,30.12.2024,,,,,,,,Sprzedaży,,,,,
3669,3669,Do generalnego remontu,420 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"32,88 m²",,1,4,,,,,,,,Wtórny,,Na wyłączność,,04.03.2024,10.03.2024,morizon-HEX883571,239,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3670,3670,2 pokoje na Jasieniu - nowa inwestycja,425 500 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"33,24 m²",,1,2,1.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,16.08.2021,07.03.2024,morizon-PAN634920664,1 961,0,,,Nie,,2025.0,,Inne,,Konstrukcja mieszana,,,,,,,Sprzedaży,,,,,
3671,3671,Przytulne 2 pokojowe mieszkanie Gdańsk Maćkowy,441 487 zł,Gdańsk,Orunia,"Maćkowy, ", • 2 pokoje,,"43,03 m²",,1,4,1.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,16.11.2023,13.02.2024,morizon-DJ552131,140,0,,,,,2024.0,,Co Miejskie,,,1.0,,,,"42,40 m²",,Sprzedaży,,,,,
3672,3672,Inwestycyjny lokal - kawalerka Gdańsk Śródmieście,478 906 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"26,70 m²",,3,4,,,,,,,,Pierwotny,,Na wyłączność,,29.06.2023,19.02.2024,morizon-HEX353372,318,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3673,3673,Mieszkanie 2 pokojowe,499 000 zł,Gdańsk,Nowy Port,"Nowy Port, ", • 2 pokoje,,"46,30 m²",,1,5,,,,,,,,Wtórny,,,Falowiec,03.08.2023,02.02.2024,morizon-PH540205,441,0,,,,,1978.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3674,3674,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",499 500 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"26,85 m²",,8,17,,,,,,,,Wtórny,,,Apartamentowiec,25.09.2023,08.12.2023,morizon-262392,143,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3675,3675,3 pokoje do własnej aranżacji,499 999 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 3 pokoje,,"62,11 m²",,1,2,,,,,,,,Wtórny,,,Blok Mieszkalny,26.01.2024,27.01.2024,morizon-PH646140,782,0,,,,,2025.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3676,3676,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",517 000 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"26,85 m²",,1,1,,,,Tak,,,,Wtórny,,,Apartamentowiec,24.02.2023,14.09.2023,morizon-108708,288,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3677,3677,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",531 000 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"27,57 m²",,1,2,,,,,,,,Wtórny,,,Apartamentowiec,05.09.2023,14.11.2023,morizon-672485,158,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3678,3678,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",533 500 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"27,70 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,25.09.2023,08.12.2023,morizon-893117,119,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3679,3679,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",565 500 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"27,56 m²",,1,4,,,,,,,,Wtórny,,,Apartamentowiec,25.09.2023,08.12.2023,morizon-969518,112,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3680,3680,Idealne dla rodziny,594 024 zł,Gdańsk,Chełm,Czerska, • 3 pokoje,,"56,04 m²",,4,4,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,19.09.2023,25.09.2023,morizon-ECN670832,125,0,,,,,2024.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3681,3681,Nowe czteropokojowe mieszkanie,604 584 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"55,98 m²",,1,2,,,,,,,,Pierwotny,,,Blok Mieszkalny,18.11.2022,05.10.2023,morizon-690379,582,0,,,,,2023.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3682,3682,Ostatnie mieszkanie 3-pokojowe z widokiem na morze,660 264 zł,Gdańsk,Letnica,Letnica, • 2 pokoje,,50 m²,,3,3,2.0,,,,,,,Pierwotny,,,,28.01.2023,12.09.2023,morizon-OF473692502,590,0,,,,,2023.0,,,30.04.2024,,,,,,,,Sprzedaży,,,,,
3683,3683,Opis nieruchomości,669 000 zł,"Gdańsk (Grodzki), ",Gdańsk,"Gdańsk, ", • 3 pokoje,Dobry,"63,63 m²",,2,3,,,,,,,800.0,Wtórny,Spółdzielcze własn. z KW,Na wyłączność,,28.12.2023,26.02.2024,morizon-18350008,228,0,,,,,1991.0,,Miejskie,,,,,,,,,Sprzedaży,,Mieszkanie,,,
3684,3684,"Mieszkanie 4 pokojowe 88,67m2 Gotowe",702 500 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 4 pokoje,DO WYKOŃCZENIA,"88,67 m²",,1,4,,,,Tak,,,,Pierwotny,WŁASNOŚĆ,,NISKI BLOK,12.01.2024,22.01.2024,morizon-BON44770,99,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3685,3685,Mieszkanie 89m |Kameralne osiedle |Gdańsk KOKOSZKI,702 500 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 4 pokoje,,"89,13 m²",,1,3,,,,Tak,,,,Wtórny,,,,29.09.2023,13.03.2024,morizon-HEX482378,404,0,,,,,2024.0,,,28.09.2023,,2.0,,,,"88,67 m²",,Sprzedaży,,,,,
3686,3686,Mieszkanie GdańskJasień,733 269 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"61,05 m²",,1,4,,,,,,,,Pierwotny,,,Blok Mieszkalny,26.02.2024,26.02.2024,morizon-DJ335440,48,0,,,,,,,Co Miejskie,31.12.2025,,1.0,,,,,,Sprzedaży,,,,,
3687,3687,"Morena, inwestycyjnie 6 pokoi",749 000 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 6 pokoi,,72 m²,,5,5,6.0,,,,,,,Wtórny,,,Blok Mieszkalny,06.11.2023,19.01.2024,morizon-DH306792,374,0,,,,,1990.0,,,,,,,,,,,Sprzedaży,,,,,
3688,3688,3 Pokoje Na Brzeźnie,880 000 zł,Gdańsk,Brzeźno,"Brzeźno, ", • 3 pokoje,,78 m²,,1,4,,ODDZIELNA,,Tak,,,,Wtórny,WŁASNOŚĆ,,BLOK,17.11.2023,22.04.2024,morizon-1236/13290/OMS,298,0,1.0,,,,1980.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
3689,3689,"Kompaktowe 2 Pokoje, Inwestycja z Prywatną Mariną",921 270 zł,Gdańsk,Wyspa Sobieszewska,Sobieszewo, • 2 pokoje,,"30,41 m²",,1,4,1.0,,,Tak,,,,Pierwotny,,,Apartamentowiec,06.02.2023,01.03.2024,morizon-386151,361,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
3690,3690,Apartament w bardzo wysokim standardzie na JUŻ,960 000 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 4 pokoje,,83 m²,,4,4,3.0,,,Tak,,,,Wtórny,,Na wyłączność,,07.10.2023,06.02.2024,morizon-OF115307982,441,0,,,,,2022.0,,,,,,,,,,,Sprzedaży,,,,,
3691,3691,"Nowe, 4-pokojowe mieszkanie, Morena-Jasień",980 513 zł,Gdańsk,Jasień,"Gdańsk, ", • 4 pokoje,Deweloperski,"85,76 m²",,1,4,,,,,,,,Pierwotny,,,Budynek wielorodzinny,23.02.2024,23.02.2024,morizon-BHN-MS-4061,97,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,,,,,
3692,3692,Oliwa - 2 pokoje - balkon - Premium,980 667 zł,Gdańsk,VII Dwór,Polanki, • 2 pokoje,,"52,13 m²",,3,3,1.0,,,,,,,Wtórny,,,,07.02.2024,21.02.2024,morizon-HEX111448,84,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3693,3693,"Mieszkanie inwestycyjne, 3 niezależne kawalerki",999 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,78 m²,,1,2,3.0,,,Tak,,,,Wtórny,,Na wyłączność,,27.07.2023,03.10.2023,morizon-DH441074,706,0,,,,,1900.0,,,,,1.0,,,,,,Sprzedaży,,,,,
3694,3694,Apartament na ostatnim pietrze i zadaszony taras,1 160 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,94 m²,,4,6,,,,,,,,Wtórny,,,,17.12.2023,20.02.2024,morizon-HEX653917,141,0,,,,,2012.0,,,,,,,,,,,Sprzedaży,,,,,
3695,3695,Gdańsk - Oliwa Park - 3 pokoje z ogrodem,1 175 000 zł,Gdańsk,Oliwa,Bolesława Krzywoustego, • 3 pokoje,,56 m²,,4,4,2.0,,,,,,,Wtórny,,,,27.01.2024,06.03.2024,morizon-HEX876417,124,0,,,,,2011.0,,,,,,,,,,,Sprzedaży,,,,,
3696,3696,Mieszkanie 78m2 z ogrodem i garażem Gdańsk Siedlce,1 199 000 zł,Gdańsk,Siedlce,"Siedlce, ", • 3 pokoje,,"78,80 m²",,3,4,,,,,,,,Wtórny,,,Dom Wielorodzinny,23.10.2023,14.01.2024,morizon-DJ411619,125,0,,,,,,,Gazowe,,Cegła,1.0,,,,,,Sprzedaży,,,,,
3697,3697,Luksusowy apartament gotowy do odbioru,1 239 915 zł,Gdańsk,Siedlce,"Siedlce, ", • 4 pokoje,,"85,93 m²",,4,4,3.0,,,Tak,,,,Pierwotny,,,,04.07.2023,09.11.2023,morizon-HEX569544,410,0,,,,,2023.0,,,30.06.2023,,,,,,,,Sprzedaży,,,,,
3698,3698,Mieszkanie po remoncie z możliwością podzielenia,1 299 000 zł,Gdańsk,Śródmieście,"Główne Miasto, ", • 4 pokoje,,104 m²,,2,4,,,,,,,,Wtórny,,,Kamienica,17.11.2022,19.01.2024,morizon-BU800974,1 288,0,,,,,1905.0,,Gazowe,,Cegła,,,,,,,Sprzedaży,,,,,
3699,3699,"3pokoje przy plaży,klima",1 490 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 3 pokoje,Wysoki standard,"77,03 m²",,2,3,,Połączona z salonem,,Tak,Nowe plastikowe,,,Wtórny,Własność,Na wyłączność,Apartamentowiec,08.12.2023,05.03.2024,morizon-10710231,353,0,1.0,,Nie,,2015.0,,Co miejskie,,Silikat,1.0,,,,,,Sprzedaży,,,,,
3700,3700,Blisko centrum - Słoneczne 5 pokoje z antresolą,2 387 515 zł,Gdańsk,Siedlce,"Siedlce, ", • 4 pokoje,,"127,77 m²",,1,4,3.0,,,,,,,Wtórny,,,,25.01.2024,28.03.2024,morizon-HEX522590,179,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3701,3701,Pakiet apartamentów inwestycyjnych,2 800 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,100 m²,,2,2,,,,,,,,Wtórny,,,,14.03.2023,22.08.2023,morizon-EC439717,783,0,,,,,2020.0,,,,,,,,,,,Sprzedaży,,,,,
3702,3702,Inwestycyjnie kawalreka w Centrum Gdańska nowe,495 313 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"27,30 m²",,1,3,,,,,,,,Pierwotny,,Na wyłączność,,29.06.2023,19.02.2024,morizon-HEX246393,269,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3703,3703,Mieszkanie 3-pokojowe 57.6m2 - NOWA INWESTYCJA,554 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"57,65 m²",,1,10,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,14.12.2023,21.03.2024,morizon-DJ209316,108,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3704,3704,"2-pokojowe mieszkanie słoneczne, do wejścia",599 000 zł,Gdańsk,Osowa,"Osowa, ", • 2 pokoje,,45 m²,,1,3,1.0,,,Tak,,,,Wtórny,,Na wyłączność,,04.03.2024,07.03.2024,morizon-HEX686279,158,0,,,,,2018.0,,,,,,,,,,,Sprzedaży,,,,,
3705,3705,3 pokojowe mieszkanie. Ostatnie,617 000 zł,Gdańsk,Chełm,Nieborowska, • 3 pokoje,DO WYKOŃCZENIA,"58,90 m²",,3,3,,OTWARTA,,,,,,Pierwotny,WŁASNOŚĆ,,NISKI BLOK,05.04.2023,07.03.2024,morizon-25399/3685/OMS,646,0,,,,,2022.0,,,,,,,,,,,Sprzedaży,,,,,
3706,3706,"Atrakcyjne mieszkanie 33m2 , 2pok. Gd-Śródmieście",669 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,33 m²,,1,4,,,,Tak,,,,Wtórny,,,Kamienica,17.07.2023,08.12.2023,morizon-DJ100170,211,0,,,,,1956.0,,Co Miejskie,,Cegła,1.0,,,,,,Sprzedaży,,,,,
3707,3707,Mieszkanie z Antresolą | Gdańsk Kokoszki,712 000 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 3 pokoje,,"87,45 m²",,2,2,1.0,,,,,,,Wtórny,,,,20.10.2023,14.03.2024,morizon-HEX939306,234,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
