,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
2125,2125,Apartament 120m2 Zamieszkaj jako pierwszy,2 980 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,120 m²,,1,8,,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,05.02.2024,05.04.2024,morizon-DH468083,312,0,,,,,2020.0,,,07.02.2024,,,,,,,,Sprzedaży,,,,,
2126,2126,Mieszkanie 35m2 - 2pokoje+ogród- 20min.do centrum Gdańska,221 296 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,35 m²,,3,6,,,Nie,,,,,Pierwotny,Wlasnosc,,Dom-wielorodzinny-szeregowiec,17.05.2022,17.11.2023,morizon-2,114 470,0,,,,,2024.0,,,,Pustak,,,,,,,Sprzedaży,Domm 90M2 Z Ogrodem,,,,
2127,2127,"Cicha uliczka Dolnego Wrzeszcza ,blisko plaży",280 500 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 1 pokój,,17 m²,,3,4,,,,,,,,Wtórny,,Na wyłączność,,03.04.2024,15.04.2024,morizon-NN750216,264,0,,,,,1950.0,,,,,,,,,,,Sprzedaży,,,,,
2128,2128,"Gdańsk Sobieszewo Lokal deweloperski 34,28 m2 A12",367 139 zł,Gdańsk,Wyspa Sobieszewska,Turystyczna, • 1 pokój,Nowy,"34,28 m²",270 cm,1,3,,Aneks,Tak,Tak,PCV,,,Pierwotny,Własność,Na wyłączność,Apartamentowiec,25.03.2024,22.04.2024,morizon-2449,82,0,,,,,2025.0,,Miejskie,30.03.2025,żelbeton,,,,,,,Sprzedaży,,,,,
2129,2129,"Gdańsk Sobieszewo Lokal deweloperski 34,38 m2 A7",367 866 zł,Gdańsk,Wyspa Sobieszewska,Turystyczna, • 1 pokój,Nowy,"34,38 m²",270 cm,1,3,,Aneks,Tak,Tak,PCV,,,Pierwotny,Własność,Na wyłączność,Apartamentowiec,25.03.2024,22.04.2024,morizon-2444,68,0,,,,,2025.0,,Miejskie,30.03.2025,żelbeton,,,,,,,Sprzedaży,,,,,
2130,2130,"Gdańsk Sobieszewo Lokal deweloperski 34,48 m2 A3",368 936 zł,Gdańsk,Wyspa Sobieszewska,Turystyczna, • 1 pokój,Nowy,"34,48 m²",270 cm,1,3,,Aneks,Tak,,PCV,,,Pierwotny,Własność,Na wyłączność,Apartamentowiec,25.03.2024,22.04.2024,morizon-2440,84,0,,,,,2025.0,,Miejskie,30.03.2025,żelbeton,,,,,,,Sprzedaży,,,,,
2131,2131,Słoneczna kawalerka z możliwością dwóch pokoi,399 000 zł,Gdańsk,Siedlce,"Siedlce, ", • 1 pokój,,"30,94 m²",,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,04.04.2024,03.04.2024,morizon-BU953242,57,0,,,,,1976.0,,,,,1.0,,,,,,Sprzedaży,,,,,
2132,2132,Mieszkanie z ogrodem od południa - Cichy Zakątek,411 600 zł,Gdańsk,Jasień,"Kiełpinek, ", • 2 pokoje,,"39,20 m²",,2,3,,,,,,,,Pierwotny,,,Blok Mieszkalny,27.03.2024,27.03.2024,morizon-HEX230741,94,0,,,,,2024.0,,Co Miejskie,30.03.2025,Silikat,1.0,,,,,,Sprzedaży,,,,,
2133,2133,Z ogrodem ponad 30m2 od południa - Cichy Zakątek,435 505 zł,Gdańsk,Jasień,"Kiełpinek, ", • 2 pokoje,,"37,87 m²",,8,10,,,,,,,,Pierwotny,,,Blok Mieszkalny,27.03.2024,27.03.2024,morizon-HEX851076,61,0,,,,,2024.0,,Co Miejskie,30.03.2025,Silikat,1.0,,,,,,Sprzedaży,,,,,
2134,2134,Wykończone 2 pokoje + garderoba + hala garaż,489 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,42 m²,,1,3,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,19.03.2024,19.03.2024,morizon-HEX570568,161,0,,,,,2023.0,,Co Miejskie,,Porotherm,,,,,,,Sprzedaży,,,,,
2135,2135,3 pokoje Gdańsk Chełm,495 000 zł,Gdańsk,Chełm,"Chełm, ", • 3 pokoje,,51 m²,,1,4,,,,Nie,,,,Wtórny,,,Kamienica,20.03.2024,17.04.2024,morizon-PAN125009,404,0,,,Nie,,1945.0,,Gazowe,,Cegła,,,,,,,Sprzedaży,,,,,
2136,2136,"Kawalerka, Gdańsk Żabianka",520 000 zł,Gdańsk,Żabianka,"Żabianka, ", • 1 pokój,,"23,45 m²",,2,3,,,,,,,,Wtórny,,,Blok Mieszkalny,18.04.2024,18.04.2024,morizon-PH541612,28,0,,,,,1980.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2137,2137,"Wyposażone, z dużym salonem",525 000 zł,Gdańsk,Orunia,"Maćkowy, ", • 2 pokoje,,48 m²,,1,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,28.03.2024,20.04.2024,morizon-201432,149,0,,,,,2018.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
2138,2138,Gotowe do zamieszkania na Przymorzu,539 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,38 m²,,1,3,,,,Tak,,,,Wtórny,,,Falowiec,01.03.2024,02.04.2024,morizon-AG130939,262,0,,,,,1970.0,,Co Miejskie,,Wielka płyta,,,,,,,Sprzedaży,,,,,
2139,2139,Przytulne 2 pokoje na Łostowicach,569 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,"34,61 m²",,1,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,04.04.2024,04.04.2024,morizon-PAN671141,54,0,,,Nie,,2015.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
2140,2140,2 niezależne pokoje Gdańsk Przymorze,570 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,"44,73 m²",,4,4,,,,Tak,,,,Wtórny,,Na wyłączność,,22.04.2024,22.04.2024,morizon-PH231645,1,0,,,,,1970.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2141,2141,Opis nieruchomości,580 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"38,70 m²",,2,3,1.0,,,,,,,Wtórny,,,Blok Mieszkalny,18.04.2024,18.04.2024,morizon-878226,44,0,,,,,1973.0,,Co Miejskie,,Konstrukcja mieszana,,,,,,,Sprzedaży,,,,,
2142,2142,Gotowe 3 pokojowe mieszkanie w blisko centrum,581 500 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"57,65 m²",,2,3,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,27.03.2024,27.03.2024,morizon-HEX582387,52,0,,,,,2023.0,,Co Miejskie,31.10.2024,,,,,,,,Sprzedaży,,,,,
2143,2143,"PIĘKNE, JASNE MIESZKANIE Z WIDOKIEM NA JEZIORO",599 000 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"42,87 m²",,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,26.03.2024,29.03.2024,morizon-PAN247513,130,0,,,Nie,,2019.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
2144,2144,3 Pokoje Gotowe Do Wprowadzenia,599 999 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,WYSOKI STANDARD,"52,40 m²",,9,10,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,,NISKI BLOK,19.04.2024,22.04.2024,morizon-2171/13290/OMS,38,0,1.0,,,,2014.0,,C.O. Z SIECI MIEJSKIEJ,,PUSTAK,,,,,,,Sprzedaży,,,,,
2145,2145,Mieszkanie 3 pokoje blisko stawu Gdańsk Jasień winda hala komórka lokatorska,609 900 zł,Gdańsk,Jasień,Jasień, • 3 pokoje,Bardzo dobry,55 m²,,2,3,,Aneks kuchenny,,,,,,Wtórny,Własność,,,02.04.2024,17.04.2024,morizon-525490,98,0,1.0,,,,2011.0,,,,Mieszany,,,,,,,Sprzedaży,,,,,
2146,2146,Opis nieruchomości,619 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"44,34 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.21,23,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2147,2147,Opis nieruchomości,619 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"44,23 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.20,18,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2148,2148,Przymorze. Spóldzielcze - własnościowe. Słoneczne,645 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,45 m²,,2,4,,Osobna,,Nie,,,,Wtórny,Spółdzielcze własnościowe,Na wyłączność,,08.04.2024,10.04.2024,morizon-HA015384,147,0,1.0,,Nie,,1977.0,Dobry,C.o. miejskie,,,,,,,,,Sprzedaży,,,,,
2149,2149,Opis nieruchomości,669 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"46,49 m²",,3,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.25,28,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2150,2150,3 słoneczne pokoje w nowym budynku,670 000 zł,Gdańsk,Kokoszki,"Kokoszki, ", • 3 pokoje,WYSOKI STANDARD,58 m²,,3,5,,ANEKS KUCHENNY,,,,,,Wtórny,WŁASNOŚĆ,,NISKI BLOK,14.03.2024,19.04.2024,morizon-1628/13290/OMS,138,0,1.0,,,,2023.0,,C.O. Z SIECI MIEJSKIEJ,,INNY,,,,,,,Sprzedaży,,,,,
2151,2151,Dwa pokoje na Morenie,671 250 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 2 pokoje,,54 m²,,1,10,1.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,15.04.2024,22.04.2024,morizon-565006,110,0,,,,,2012.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
2152,2152,"Mieszkanie 42.67 m2, 2pok. Gd-Letnica",682 720 zł,Gdańsk,Letnica,"Letnica, ", • 2 pokoje,,"42,67 m²",,1,6,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,10.04.2024,10.04.2024,morizon-DJ860021,48,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
2153,2153,Opis nieruchomości,699 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"44,34 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.43,27,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2154,2154,Opis nieruchomości,759 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 2 pokoje,,"46,49 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.36,28,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2155,2155,"1500m do plaży, 2 pokoje z potencjałem na 3",769 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 2 pokoje,DOBRY,"55,40 m²",,1,10,,Z OKNEM,,Tak,,,,Wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,Na wyłączność,WIEŻOWIEC,14.02.2024,18.04.2024,morizon-235/4070/OMS,503,0,1.0,,,,1993.0,,C.O. Z SIECI MIEJSKIEJ,,,,,,,,,Sprzedaży,,,,,
2156,2156,Okazja po remoncie- widok na rzekę i Stare Miasto,775 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"50,60 m²",,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,10.02.2024,30.03.2024,morizon-DH566681,271,0,,,,,1970.0,,,,,,,,,,,Sprzedaży,,,,,
2157,2157,Opis nieruchomości,779 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,05 m²",,2,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.18,20,0,,"6,52 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2158,2158,"2 miejsca postojowe, willowa okolica, ogród",780 000 zł,Gdańsk,Kokoszki,Goplańska  49, • 3 pokoje,DO WYKOŃCZENIA,"88,54 m²",,1,3,,ANEKS KUCHENNY,,,,,,Pierwotny,,,,26.03.2024,17.04.2024,morizon-29108/3685/OMS,56,0,,,,,2025.0,,C.O. GAZOWE,26.03.2024,,,,,,,,Sprzedaży,,,,,
2159,2159,Opis nieruchomości,789 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,05 m²",,1,5,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.29,14,0,,"6,52 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2160,2160,Opis nieruchomości,789 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,36 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.13,10,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2161,2161,Wyjątkowe mieszkanie z pięknie urządzonym ogrodem,799 000 zł,Gdańsk,Gdańsk,Gdańsk, • 3 pokoje,Bardzo dobry,65 m²,,3,3,,Aneks kuchenny - połączony z jadalnią,,,PCV,,,Wtórny,,,Nowe budownictwo,20.02.2024,20.02.2024,morizon-VLR-MS-691,145,0,,,,,2010.0,,,,,2.0,,,,,,Sprzedaży,,,,,
2162,2162,Opis nieruchomości,799 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,36 m²",,1,2,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.24,16,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2163,2163,Opis nieruchomości,799 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 4 pokoje,,"65,50 m²",,4,10,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.19,20,0,,"9,93 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2164,2164,Opis nieruchomości,809 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 4 pokoje,,"65,50 m²",,1,4,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.30,7,0,,"9,93 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2165,2165,Mieszkanie blisko plaży! Mieszkanie 3 pokojowe,858 748 zł,Gdańsk,Letnica,Letnica, • 3 pokoje,,"74,03 m²",,4,4,2.0,POŁĄCZONA Z SALONEM,Nie,,,,,Pierwotny,,,,12.03.2024,17.03.2024,morizon-1061/CTN/MS-53202,52,0,1.0,6 m²,Tak,,,,,,,1.0,"4,78 m²",,,,,Sprzedaży,,,APARTAMENT,,
2166,2166,Mieszkanie blisko plaży! Mieszkanie 4 pokojowe,889 440 zł,Gdańsk,Letnica,Letnica, • 4 pokoje,,"74,12 m²",,1,3,3.0,POŁĄCZONA Z SALONEM,Nie,,,,,Pierwotny,,,,11.03.2024,17.03.2024,morizon-1060/CTN/MS-53200,62,0,1.0,7 m²,,,,,,,,1.0,"5,53 m²",,,,,Sprzedaży,,,APARTAMENT,,
2167,2167,Przestronne wnętrze-Osiedle Miłe-wysoki standard,890 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,69 m²,,1,3,2.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,13.03.2024,17.04.2024,morizon-CP914512,88,0,,,,,2010.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2168,2168,Opis nieruchomości,899 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,05 m²",,2,3,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.40,13,0,,"6,52 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2169,2169,Opis nieruchomości,899 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 3 pokoje,,"62,36 m²",,1,3,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.35,12,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2170,2170,Opis nieruchomości,939 900 zł,Gdańsk,Krakowiec-Górki Zachodnie,"Stogi, ", • 4 pokoje,,"74,52 m²",,2,3,,,,Tak,,,,Pierwotny,,,,29.03.2024,03.04.2024,morizon-0.33,26,0,,"7,12 m²",,,2024.0,,,,,,,,,,,Sprzedaży,Apartamenty Diuna,,,,
2171,2171,Frontowy Widok na Morze,999 000 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"67,43 m²",,1,4,2.0,,,,,,,Pierwotny,,,,18.03.2024,26.03.2024,morizon-641628,78,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
2172,2172,Apartament z widokiem 8 piętro - nad morzem,1 128 600 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"62,70 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,18.03.2024,17.04.2024,morizon-HEX910710,63,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
2173,2173,3 pok. | możliwość 4 pok. | widok na Motławę,1 150 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,68 m²,,2,5,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,02.04.2024,02.04.2024,morizon-WH354991058,95,0,,,,,2011.0,,Co Miejskie,,Cegła,1.0,,,,,,Sprzedaży,,,,,
2174,2174,2-pokojowe mieszkanie w sercu Gdańskiej Mariny,1 177 485 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,BARDZO WYSOKI STANDARD,"50,06 m²",,1,4,,ODDZIELNA,,Tak,,,,Wtórny,WŁASNOŚĆ,,APARTAMENTOWIEC,16.04.2024,18.04.2024,morizon-2567/13290/OMS,31,0,1.0,,,,2020.0,,C.O. Z SIECI MIEJSKIEJ,,CEGŁA,,,,,,,Sprzedaży,,,,,
2175,2175,SolMarina 49m2 | Widok na Marine | Parter,1 184 040 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"49,52 m²",,3,3,2.0,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,02.04.2024,19.04.2024,morizon-R-821866,34,0,,,Tak,,2021.0,,,02.04.2024,,1.0,,,,49 m²,,Sprzedaży,,,,,
2176,2176,Atrakcyjny apartament na Starym Mieście,1 195 000 zł,Gdańsk,Śródmieście,"Stare Miasto, ", • 2 pokoje,,"56,30 m²",,3,4,1.0,,,Tak,,,,Wtórny,,,Apartamentowiec,20.02.2024,02.04.2024,morizon-DH552414,205,0,,,,,2012.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2177,2177,Kameralna inwestycja przy Parku Oliwskim i OBC,1 442 100 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,"52,44 m²",,3,5,,,,Tak,,,,Wtórny,,,Apartamentowiec,14.02.2024,17.04.2024,morizon-DH192795,146,0,,,,,2014.0,,Co Miejskie,01.02.2024,,,,,,,,Sprzedaży,,,,,
2178,2178,Eleganckie mieszkanie z dużym tarasem w Garnizonie,1 480 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 4 pokoje,,"80,50 m²",,3,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,15.02.2024,18.04.2024,morizon-PAN968728,357,0,,,Tak,,2012.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
2179,2179,Apartament z loggią o powierzchni 35 m2 z panorami,1 620 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 3 pokoje,,"79,30 m²",,10,10,,Półotwarta,Nie,Nie,,,,Wtórny,Własność,Na wyłączność,,04.03.2024,20.04.2024,morizon-SB01909,321,0,2.0,"34,89 m²",Nie,"34,89 m²",2017.0,Bardzo dobry,C.o. miejskie,05.03.2024,,,,,,,,Sprzedaży,,,,,
2180,2180,Słoneczne mieszkanie z ogródkiem w Gdańsk Oliwa,1 800 000 zł,Gdańsk,Oliwa,Opacka 37, • 3 pokoje,WYSOKI STANDARD,60 m²,,1,3,,ANEKS KUCHENNY,Tak,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,Apartamentowiec,28.03.2024,30.03.2024,morizon-109/14376/OMS,81,0,1.0,,Tak,,,Bardzo dobry,,,Cegła,1.0,,,,,,Sprzedaży,,,,,
2181,2181,"Luksusowy apartament, 2 sypialnie - Gdańsk DOKI",2 175 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,79 m²,,1,4,2.0,,,Tak,,,,Wtórny,,,Apartamentowiec,27.02.2024,17.04.2024,morizon-DH840711,118,0,,,,,2023.0,,,27.02.2024,,,,,,,,Sprzedaży,,,,,
2182,2182,Opis nieruchomości,2 501 730 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,"119,70 m²",,1,4,3.0,,,,,,,Wtórny,,,,09.04.2024,15.04.2024,morizon-EC420171,55,0,,,,,2008.0,,,,,,,,,,,Sprzedaży,,,,,
2183,2183,"2 pokoje na Jasieniu,",434 000 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,31 m²,,3,3,,,,Tak,,,,Wtórny,,Na wyłączność,,23.03.2024,29.03.2024,morizon-HEX596928,261,0,,,,,2013.0,,,,,,,,,,,Sprzedaży,,,,,
2184,2184,Opis nieruchomości,451 783 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"33,23 m²",,1,4,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-12,58,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2185,2185,Opis nieruchomości,458 454 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"33,74 m²",,2,3,,,,,,,,Pierwotny,,,,08.03.2024,08.03.2024,morizon-14,45,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2186,2186,Opis nieruchomości,462 901 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"34,08 m²",,1,4,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-7,83,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2187,2187,Opis nieruchomości,464 100 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"34,08 m²",,2,4,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-1,38,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2188,2188,Opis nieruchomości,470 207 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"34,42 m²",,4,4,,,,,,,,Pierwotny,,,,08.03.2024,08.03.2024,morizon-23,35,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2189,2189,3 pokoje po remoncie na Zaspie OKAZJA,479 000 zł,Gdańsk,Zaspa,"Zaspa, ", • 2 pokoje,,"34,60 m²",,9,10,,,,,,,,Wtórny,,Na wyłączność,Wieżowiec,02.04.2024,20.04.2024,morizon-AG929685,211,0,,,,,,,Co Miejskie,,Wielka płyta,,,,,,,Sprzedaży,,,,,
2190,2190,Opis nieruchomości,492 864 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"39,49 m²",,9,10,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-11,51,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2191,2191,Opis nieruchomości,495 034 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"39,40 m²",,1,3,,,,,,,,Pierwotny,,,,08.03.2024,08.03.2024,morizon-20,49,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2192,2192,Opis nieruchomości,495 480 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"39,49 m²",,4,4,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-5,79,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2193,2193,Opis nieruchomości,496 005 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"39,75 m²",,1,3,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-79,50,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2194,2194,Opis nieruchomości,498 600 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"39,75 m²",,4,8,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-73,48,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2195,2195,"Słoneczne dwa pokoje, na południu Gdańska",499 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,"44,20 m²",,1,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,,06.03.2024,28.03.2024,morizon-HEX934145,176,0,,,,,2009.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
2196,2196,Opis nieruchomości,504 275 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"40,16 m²",,2,3,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-42,57,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
2197,2197,Opis nieruchomości,510 598 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 2 pokoje,,"40,68 m²",,3,4,,,,,,,,Pierwotny,,,,01.03.2024,08.03.2024,morizon-25,47,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,Wolne Miasto Etap VII,,,,
