|Nazwa|Cena|Miasto|Dzielnica_N|Dzielnica_Oryg|Pokoje|Stan nieruchomości|Pow. całkowita|Wysokość wnętrza|Piętro|Liczba pięter|Liczba sypialni|Typ kuchni|łazienka razem z WC|Balkon|Stolarka okienna|Depozyt za wynajem|Dodatkowe koszty|Rynek|Forma własności|Rodzaj umowy|Typ budynku|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba łazienek|Pow. balkonu|Taras|Pow. loggii|Rok budowy|Stan budynku|Ogrzewanie|Dostępne od|Materiał budowlany|Liczba poziomów mieszkania|Pow. łazienki|Pow. tarasu|Pow. ogródka|Pow. użytkowa|Cena do negocjacji|Typ oferty|Inwestycja|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
79|Słoneczne mieszkanie (68 m 2) trzy pokojowe|3800.0|Gdańsk|Jasień|Jasień, | 3|Bardzo dobry|68.0|300 cm|01-Apr|||Aneks|Tak|Tak||||Wtórny|Własność|Na wyłączność|Dom wielorodzinny|05.04.2024|19.04.2024|morizon-322748|118|1|1.0||||2009.0|Bardzo dobry|Miejskie|01.06.2024|Beton|1.0||||||Najmu|||||
80|Wynajmę 2 pokoje Gdańsk|2000.0|Gdańsk|Orunia|Orunia Górna, | 2||49.5||02-Apr||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|30.01.2024|16.04.2024|morizon-PAN444746|590|1|||||1990.0||Co Miejskie||Wielka płyta|||||||Najmu|||||
81|Nowy apartament w Śródmieściu|4000.0|Gdańsk|Śródmieście|Śródmieście, | 3||52.88||05-Aug|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|19.01.2024|22.04.2024|morizon-PAN643733|291|1|||||2022.0||Co Miejskie||Pustak|||||||Najmu|||||
82|Komfortowe mieszkanie w centrum Wrzeszcza|4800.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 4||85.0||02-Mar|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|29.02.2024|10.04.2024|morizon-PAN517060|350|1|||||||Co Miejskie|29.02.2024|Pustak|2.0||||||Najmu|||||
83|Granaria- 4 pokojowy apartament z sauną|14000.0|Gdańsk|Śródmieście|Śródmieście, | 4||102.0||07-Jul||3.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|18.01.2024|18.04.2024|morizon-EC259824|137|1|||||2019.0||Co Miejskie|19.01.2024|Silikat|||||||Najmu|||||
84|Nowe, w pełni wyposażone, blisko stacji PKM|2700.0|Gdańsk|Jasień|Kiełpinek, | 2||40.26||02-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|13.03.2024|13.04.2024|morizon-PAN296593|210|1|||||||Co Miejskie||Konstrukcja mieszana|||||||Najmu|||||
85|Mieszkanie (65 m 2) trzypokojowe z ogródkiem 90 m|3900.0|Gdańsk|Orunia|Orunia Górna-Gdańsk Południe, | 3|Bardzo dobry|65.0|300 cm|01-Apr|||Aneks|Tak|Nie||||Wtórny|Własność|Na wyłączność|Dom wielorodzinny|13.03.2024|05.04.2024|morizon-374392|277|1|1.0||Tak||2012.0|Bardzo dobry|Miejskie||Pustak|1.0||30 m²|90 m²|||Najmu|||||
86|Premium/ Wyjątkowa oferta ul. Piwna w Gdańsku|4500.0|Gdańsk|Śródmieście|Stare Miasto, | 2||35.0||01-Apr|||||Nie||||Wtórny||Na wyłączność|Kamienica|02.04.2024|09.04.2024|morizon-PAN350908|128|1|||||||Elektryczne||Cegła|||||||Najmu|||||
87|2 pokoje od zaraz w centrum Gdańska|2800.0|Gdańsk|Śródmieście|Śródmieście, | 2||36.8||02-Mar|||||Nie||||Wtórny||Na wyłączność|Kamienica|31.12.2023|15.04.2024|morizon-PAN415282|324|1|||||1960.0||Co Miejskie||Cegła|1.0||||||Najmu|||||
88|Wygodny apartament w Śródmieściu Gdańska|3500.0|Gdańsk|Śródmieście|Śródmieście, | 2||46.79||04-Apr||1.0|||||||Wtórny|||Blok Mieszkalny|16.02.2024|19.04.2024|morizon-972564|341|1|||||2018.0||Co Miejskie|01.05.2024||1.0||||||Najmu|||||
89|Komfortowe mieszkanie (52 m 2) znajdujące si|4000.0|Gdańsk|Śródmieście|Śródmieście, | 2||52.0||02-Jun||1.0|||||||Wtórny||||18.03.2024|12.04.2024|morizon-657056|227|1|||||2021.0|||12.04.2024||1.0||||||Najmu|||||
90|Apartament z widokiem w centrum Gdańska|7500.0|Gdańsk|Śródmieście|Śródmieście, | 3||76.4||04-May||2.0|||||||Wtórny|||Apartamentowiec|01.03.2024|04.03.2024|morizon-462236|230|1|||||2020.0||Co Miejskie|||1.0||||||Najmu|||||
91|Widokowy apartament w inwestycji Granaria|7000.0|Gdańsk|Śródmieście|Śródmieście, | 2||59.0||05-Jul||1.0|||Tak||||Wtórny||Na wyłączność||04.02.2024|12.04.2024|morizon-EC590567|145|1|||||2019.0|||||||||||Najmu|||||
92|Przytulna kawalerka blisko Śródmieścia|2150.0|Gdańsk|Przeróbka|Przeróbka, | 1 pokój||27.0||01-Apr|||||Nie||||Wtórny||Na wyłączność|Blok Mieszkalny|13.02.2024|22.03.2024|morizon-PAN319592|286|1|||||||Co Miejskie||Wielka płyta|||||||Najmu|||||
93|Kawalerka - Zajezdnia Wrzeszcz|2500.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 1 pokój||25.0||01-Apr|||||Nie||||Wtórny||Na wyłączność|Apartamentowiec|29.02.2024|29.02.2024|morizon-PN943485|295|1|||||||Co Miejskie||Konstrukcja mieszana|||||||Najmu|||||
94|Ogród 140 m2-wysoki standard-miejsce, komórka|2600.0|Gdańsk|Jasień|Jasień, | 2||51.48||01-Apr||1.0|||||||Wtórny||Na wyłączność|Blok Mieszkalny|22.04.2024|22.04.2024|morizon-CP113057|1|0|||Tak||2021.0||Co Miejskie|01.05.2024||||||||Najmu|||||
95|Najem długoterminowy! Nowe, umeblowane mieszkanie|2800.0|Gdańsk|Jasień|Jasień, | 2||40.0||01-Jul|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|15.04.2024|15.04.2024|morizon-DH864929|71|0|||||2022.0||Co Miejskie|15.04.2024||1.0||||||Najmu|||||
96|2 pok. w zrewitalizowanej kamienicy z windą|3250.0|Gdańsk|Śródmieście|Śródmieście, | 2||36.0||04-Apr||1.0|||Nie||||Wtórny|||Apartamentowiec|19.04.2024|19.04.2024|morizon-DH707761|30|0|||||2021.0||Co Miejskie|30.04.2024|Cegła|||||||Najmu|||||
97|"Świeżo wykończone | miejsce postojowe oraz komórka"|3300.0|Gdańsk|Ujeścisko-Łostowice|Myśliwska| 2||38.0||03-Apr||1.0|||Tak||||Wtórny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-FPO691223|1|0|||||2024.0||Co Miejskie|||||||||Najmu|||||
98|Mieszkanie na wynajem Gdańsk Wrzeszcz Garnizon|3500.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 2||44.58||02-May||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|18.04.2024|18.04.2024|morizon-WH936842|59|0|||||2021.0||Co Miejskie|15.06.2023|Cegła|||||||Najmu|||||
99|Garnizon - nowe 2 pokoje z garderobą i halą|3500.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 2||49.7||04-Jun||1.0|||||||Wtórny||Na wyłączność|Apartamentowiec|18.04.2024|18.04.2024|morizon-HEX925996|44|0|||||2022.0||Co Miejskie|01.06.2024||||||||Najmu|||||
100|Gdańskie serce – Twoje nowe miejsce|3800.0|Gdańsk|Śródmieście|Szeroka| 2||45.4||01-Mar||1.0|||||||Wtórny||Na wyłączność|Apartamentowiec|16.04.2024|16.04.2024|morizon-EC490027|59|0|||||2012.0||Co Miejskie|16.04.2024||||||||Najmu|||||
101|Zajezdnia Wrzeszcz 3 pokoje - blisko morza|4200.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||77.55||05-Dec||2.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|18.04.2024|18.04.2024|morizon-WH441601|55|0|||||2020.0||Co Miejskie|01.05.2024|Inne|1.0||||75,54 m²||Najmu|||||
102|"Oliwa OBC | Eleganckie 2 pokoje | widok na zieleń"|4300.0|Gdańsk|Oliwa|Oliwa, | 2||52.5||03-Mar||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|08.04.2024|08.04.2024|morizon-WH718875|120|0|||||2014.0||Co Miejskie|01.12.2023|Cegła|1.0||||||Najmu|||||
103|Brabank - apartament z widokiem na rzekę|5000.0|Gdańsk|Śródmieście|Stara Stocznia| 2||49.76||02-Jun||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|17.04.2024|17.04.2024|morizon-EC198703|37|0|||||2018.0||Co Miejskie|01.05.2024||||||||Najmu|||||
104|3 pokoje, taras, Motława,|9000.0|Gdańsk|Śródmieście|Śródmieście, | 3||80.0||08-Aug|||||||9000.0||Wtórny||Na wyłączność||17.04.2024|18.04.2024|morizon-430777|24|0|1.0||Tak||2022.0||Co miejskie|15.05.2024||1.0||30 m²||||Najmu|||||
105|"Rezydencja Jaśkowa | 2 pokojowy apartament"|3000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 2|WYSOKI STANDARD|59.3|260 cm|01-Apr|||||Tak||||Wtórny|WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC|17.04.2024|18.04.2024|morizon-49026/2089/OMW|54|0|||||2006.0||C.O. WŁASNE|||||||||Najmu|||||
106|3 pokoje z widokiem na jezioro, hala, taras|3800.0|Gdańsk|Jasień|Jasień, | 3||68.21||02-Mar||2.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|12.04.2024|19.04.2024|morizon-HEX203287|104|0|||||2019.0||Co Miejskie|15.04.2024||||||||Najmu|||||
107|Atrakcyjny apartament w inwestycji Brabank|5000.0|Gdańsk|Śródmieście|Śródmieście, | 2||55.0||05-Jun||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|10.04.2024|10.04.2024|morizon-DH791211|102|0|||||2015.0||Co Miejskie|15.04.2024||||||||Najmu|||||
108|3 pokoje na osiedlu BROWAR GDAŃSK|5500.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||84.0||02-May||2.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|12.04.2024|18.04.2024|morizon-PH866166|104|0|||||2021.0||Co Miejskie|||||||||Najmu|||||
109|Przestronny apartament z widokiem na las|6700.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||98.9||04-Apr|||||Tak||||Wtórny||Na wyłączność|Apartamentowiec|10.04.2024|13.04.2024|morizon-WH122035|137|0|||Tak||2018.0||Co Własne||YTong|1.0||||89,70 m²||Najmu|||||
110|Mieszkanie na wynajem w świetnej lokalizacji|2250.0|Gdańsk|Piecki-Migowo|Morena, | 1 pokój||35.0||01-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|12.04.2024|12.04.2024|morizon-TY615907|121|0|||Tak||2007.0||Co Miejskie|||||||||Najmu|||||
111|2 pokoje 55m 2 Gdańsk Centrum|3500.0|Gdańsk|Śródmieście|Gdańsk, | 2|Do wprowadzenia|55.0|280 cm|01-Feb||2.0|Aneks kuchenny - połączony z salonem||Tak|PCV 3 szyby, ciepły montaż|5000.0|700.0|Wtórny|||Budynek wielorodzinny|18.03.2024|18.03.2024|morizon-M4G-MW-176|203|0|1.0||Tak||1970.0||||Beton, cegła|||||||Najmu|||||
112|Wygodne 2-pok. mieszkanie z osobną kuchnią, balkon|2400.0|Gdańsk|Chełm|Chełm, | 2|WYSOKI STANDARD|53.48||02-Mar|||ODDZIELNA||Tak||||Wtórny||Na wyłączność|NISKI BLOK|13.04.2024|13.04.2024|morizon-48916/2089/OMW|135|0|1.0||||2005.0||C.O. Z SIECI MIEJSKIEJ|15.04.2024||||||||Najmu|||||
113|z pracy do domu i z domu do pracy = 5 minut|2500.0|Gdańsk|Przymorze|Przymorze, | 1 pokój||30.0||02-May|||||||||Wtórny||Na wyłączność|Apartamentowiec|12.02.2024|12.02.2024|morizon-TY231929|319|0|||||2022.0||Co Miejskie|||||||||Najmu|||||
114|Apartament typu studio 42m2 Centrum Gdańska|2800.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||42.0||05-May|||||Tak||||Wtórny||Na wyłączność|Apartamentowiec|17.04.2024|17.04.2024|morizon-DH460893|53|0|||||||Co Miejskie|17.04.2024||||||||Najmu|||||
115|Lokal na wynajem Gdańsk Oliwa|2900.0|Gdańsk|Oliwa|Oliwa, | 2||41.0||01-Apr|||||Nie||||Wtórny||Na wyłączność|Dom Wielorodzinny|04.04.2024|12.04.2024|morizon-DH205040|142|0|||Tak||||Co Własne|04.04.2024||||||||Najmu|||||
116|"Nowe wykończone 2 pokoje | Perspektywa Eurostyl"|3100.0|Gdańsk|Śródmieście|Śródmieście, | 2||46.0||01-Apr||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|22.04.2024|22.04.2024|morizon-TC922396|1|0|||||2022.0||Co Miejskie|05.09.2023|Konstrukcja mieszana|||||||Najmu|||||
117|Prestiżowa lokalizacja / do wprowadzenia|3700.0|Gdańsk|Śródmieście|Śródmieście, | 3|WYSOKI STANDARD|52.06||02-Apr|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC|11.04.2024|22.04.2024|morizon-16/8976/OMW|49|0|1.0||||2015.0||C.O. Z SIECI MIEJSKIEJ|12.04.2024||||||||Najmu|||||
118|Nowe 2 pokojowe do wynajęcia, pierwszy najemca|2200.0|Gdańsk|Chełm|Chełm, | 2|BARDZO WYSOKI STANDARD|32.37|280 cm|01-Apr|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ|Na wyłączność|NISKI BLOK|16.04.2024|18.04.2024|morizon-48810/2089/OMW|73|0|1.0||||2024.0||C.O. Z SIECI MIEJSKIEJ|01.04.2024||||||||Najmu|||||
119|Nowe, 2 pokojowe do wynajęcia, pierwszy najemca|2200.0|Gdańsk|Chełm|Chełm, | 2|BARDZO WYSOKI STANDARD|32.37|280 cm|01-Apr|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ|Na wyłączność|NISKI BLOK|16.04.2024|18.04.2024|morizon-48809/2089/OMW|87|0|1.0||||2024.0||C.O. Z SIECI MIEJSKIEJ|01.04.2024||||||||Najmu|||||
120|2 pokoje, dla pracujących i studentów, bezpiecznie wynajmij na cały rok|2300.0|Gdańsk|Oliwa|Oliwa| 2|Dobry|50.0|300 cm|01-Apr|||Osobna|Tak|Nie||||Wtórny|Własność|Na wyłączność|Kamienica|22.04.2024|22.04.2024|morizon-2024/GD/KK/WYN/4|1|0|1.0||Nie||1930.0|Dobry|Gazowe|22.04.2024|Cegła|1.0|4 m²||||Tak|Najmu|||||
121|Ciche mieszkanie blisko Śródmieścia|2400.0|Gdańsk|Śródmieście|Długa Grobla| 2||41.0||03-May||1.0|||||||Wtórny||Na wyłączność|Blok Mieszkalny|21.03.2024|02.04.2024|morizon-105855669|280|0|||||||Co Miejskie|02.04.2024||||||||Najmu|||||
122|Słoneczne mieszkanie na Zaspie|2500.0|Gdańsk|Zaspa|Zaspa, | 2||42.0||03-Apr||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|09.04.2024|22.04.2024|morizon-TY810697|270|0|||||1980.0||Co Miejskie||Wielka płyta|1.0||||||Najmu|||||
123|"Gdańsk Oliwa | Harmonia Oliwska"|3400.0|Gdańsk|Oliwa|Oliwa, | 2||54.0||02-Apr|||||||||Wtórny|||Apartamentowiec|15.04.2024|17.04.2024|morizon-506446|77|0|||||2018.0||Co Miejskie|22.04.2024||1.0||||||Najmu|||||
124|Stylowy apartament z duszą- ul. Mariacka|4000.0|Gdańsk|Śródmieście|Śródmieście, | 3||57.0||01-Apr||2.0|||Nie||||Wtórny||Na wyłączność|Kamienica|08.04.2024|18.04.2024|morizon-DH191546|129|0|||||1950.0||Co Miejskie|||||||||Najmu|||||
125|Fajnie umeblowane mieszkanie z widokiem|2300.0|Gdańsk|Orunia|Orunia Górna, | 2|WYSOKI STANDARD|40.0||03-Apr|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ||NISKI BLOK|09.04.2024|10.04.2024|morizon-53/4070/OMW|134|0|1.0||||2017.0||C.O. Z SIECI MIEJSKIEJ|||||||||Najmu|||||
126|Mieszkanie 36 m2 z ogródkiem nad morzem w Gdańsku|2500.0|Gdańsk|Żabianka|Jelitkowska| 1 pokój|WYSOKI STANDARD|36.5||01-Apr|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ|Na wyłączność|NISKI BLOK|10.04.2024|11.04.2024|morizon-4844/3685/OMW|127|0|1.0||||||C.O. Z SIECI MIEJSKIEJ|01.04.2024|MIESZANY|||||||Najmu|||||
127|3 pokojowe mieszkanie w Gdańsku w otulinie drzew|3000.0|Gdańsk|Piecki-Migowo|Morena, | 3||62.4||01-Apr||2.0|||Tak||||Wtórny||Na wyłączność||12.04.2024|20.04.2024|morizon-620127753|142|0|||||1980.0|||15.04.2024||||||||Najmu|||||
128|2 pokoje, balkon, Motława,|4000.0|Gdańsk|Śródmieście|Śródmieście, | 2||50.0||07-Aug|||||Tak||4000.0||Wtórny||Na wyłączność||17.04.2024|18.04.2024|morizon-440777|18|0|1.0||Nie|10 m²|2022.0||Co miejskie|15.05.2024||1.0||||||Najmu|||||
129|Eleganckie mieszkanie z pięknym widokiem Albatross|4600.0|Gdańsk|Przymorze|Przymorze, | 3||60.0||17|17||||Tak||||Wtórny|||Apartamentowiec|10.04.2024|18.04.2024|morizon-PAN486146|124|0|||||||Co Miejskie||Konstrukcja mieszana|||||||Najmu|||||
130|Przestronne, minimalistyczne 3-pokojowe mieszkanie w Garnizonie|4800.0|Gdańsk|Strzyża|Strzyża, | 3|Wysoki standard|57.0||04-May|||Aneks|Tak|Tak||||Wtórny|||Apartamentowiec|29.03.2024|08.04.2024|morizon-gratka-34055003|245|0|||||2016.0||||Inny|||||||Najmu|||||
131|Pokój na Wynajem blisko stacji PKM|1500.0|Gdańsk|Osowa|Osowa, | 1 pokój||11.5||01-Apr|||||Nie||||Wtórny||Na wyłączność|Dom Wielorodzinny|09.04.2024|10.04.2024|morizon-DH330674|193|0|||||||Gazowe|09.04.2024|YTong|||||||Najmu|||||
132|2 pokoje, niezamieszkane, 1,5 km. od morza|2400.0|Gdańsk|Letnica|Letnica, | 1 pokój|Wysoki standard|32.38||Jun-15|||||Tak||||Wtórny|Własność||Apartamentowiec|15.04.2024|22.04.2024|morizon-FEWU893|75|0|||||2023.0||Ogrzewanie miejskie||Mieszana|||||||Najmu|||||
133|"| Słoneczne 3 pokoje z balkonem | piękny widok |"|2510.0|Gdańsk|Brętowo|Niedźwiednik, | 3|Normalny|60.5|265 cm|02-Apr|||Kuchnia zamykana z oknem||Tak||||Wtórny|Własność|Na wyłączność|Wielorodzinny|16.04.2024|22.04.2024|morizon-GUCY397|108|0|||||1988.0||Ogrzewanie miejskie||Mieszana|||||||Najmu|||||
134|Urządzone, nowe , super skomunikowane|2950.0|Gdańsk|Kokoszki|Kokoszki, | 2||40.87||03-Apr||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|22.04.2024|22.04.2024|morizon-395826|1|0|||||2021.0||Co Miejskie|01.05.2024|Silikat|1.0||||||Najmu|||||
135|Gdańsk 3 pokoje ogórdek, miejsce w hali garażowej|3100.0|Gdańsk|Jasień|Jasień, | 3||60.0||01-Apr|||||||||Wtórny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH112687|1|0|||||2022.0||Co Miejskie||YTong|||||||Najmu|||||
136|"Na wynajem od zaraz | 2 pok., 50m2 | Nowy Jasień"|3300.0|Gdańsk|Jasień|Jasień, | 2|BARDZO WYSOKI STANDARD|50.0||02-Apr|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ||NISKI BLOK|18.04.2024|22.04.2024|morizon-BON45416|37|0|||||2021.0||C.O. Z SIECI MIEJSKIEJ|18.04.2024||||||||Najmu|||||
137|SOLVO - styl życia|3300.0|Gdańsk|Przymorze|Krynicka| 2||38.7||09-Dec||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|16.04.2024|16.04.2024|morizon-EC976906|52|0|||||2018.0||Co Miejskie|01.05.2024||||||||Najmu|||||
138|M1 = K A W A L E R K A z D U Z Y M O G R O D EM|1899.0|Gdańsk|Orunia|Orunia Górna, | 1 pokój||31.46||01-Apr||1.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|04.04.2024|22.04.2024|morizon-872029|198|0|||Tak||2002.0||Co Miejskie||YTong|||||||Najmu|||||
139|Kawalerka 34,20m Osowa ul.Zeusa wyposażone, balkon|2000.0|Gdańsk|Osowa|Osowa| 1 pokój|WYSOKI STANDARD|34.2|255 cm|01-Mar|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ|Na wyłączność|NISKI BLOK|18.04.2024|22.04.2024|morizon-6/7963/OMW|81|0|1.0||||2012.0||C.O. WŁASNE|01.05.2024|CEGŁA|||||||Najmu|||||
140|"Mieszkanie 2 Pokojowe | Duży Balkon | Garaż - Jasień | Morelova"|2000.0|Gdańsk|Jasień|Jasień| 2|Bardzo dobry|45.0||03-Mar|||Aneks kuchenny||||||Wtórny|Własność|||10.04.2024|09.04.2024|morizon-23165|230|0|1.0||||2023.0|||||||||||Najmu|||||
141|Nowe budownictwo, miejsce w hali, 1,5 km. od morza|2200.0|Gdańsk|Letnica|Letnica, | 1 pokój|Normalny|31.97||Sep-15|||||Tak||||Wtórny|Własność||Apartamentowiec|17.04.2024|22.04.2024|morizon-ZOJA385|57|0|||||2020.0||Ogrzewanie miejskie||Mieszana|||||||Najmu|||||
142|Nigdy nie użytkowane mieszkanie, umeblowane mieszkanie na wynajem|2300.0|Gdańsk|Orunia|Orunia Górna-Gdańsk Południe, | 2|Bardzo dobry|38.0|230 cm|04-Apr|||Aneks|Tak|Tak||||Wtórny|Własność||Blok|20.04.2024|20.04.2024|morizon-61|18|0|1.0|7 m²|Nie||2024.0|Bardzo dobry||20.04.2024|Bloczki|1.0||||||Najmu|||||
143|2 pokoje- najem długoterminowy- wolne od 1 maja|2300.0|Gdańsk|Przymorze|Przymorze, | 2||38.0||08-Oct|||||Tak||||Wtórny||Na wyłączność|Wieżowiec|17.04.2024|22.04.2024|morizon-CP122718|56|0|||||||Co Miejskie|||||||||Najmu|||||
144|Neo Jasień, zielona okolica, ogródek, nowe osiedle|2400.0|Gdańsk|Jasień|Gdańsk, | 2|Bardzo dobry|36.0||01-Apr||1.0|Aneks kuchenny|Tak|Tak|PCV|3500.0|400.0|Wtórny|||Budynek wielorodzinny|15.04.2024|15.04.2024|morizon-DFI-MW-1430|65|0|1.0|||||||||||||||Najmu|||||
145|"Mieszkanie 2 Pokojowe | Balkon | Garaż - Chełm"|2400.0|Gdańsk|Chełm|Chełm| 2|Bardzo dobry|40.0||03-Mar|||Aneks kuchenny||||||Wtórny|Własność|||11.04.2024|17.04.2024|morizon-23169|179|0|1.0||||2023.0|||||||||||Najmu|||||
146|Elegancka kawalerka w Centrum na długi termin|2500.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||31.0||05-May||1.0|||Tak||||Wtórny|||Apartamentowiec|21.03.2024|04.04.2024|morizon-DH255321|191|0|||||2019.0||Co Miejskie|01.04.2024||||||||Najmu|||||
147|Piękne Studio 32m2 Gdańsk ul.Hynka 18 od ZARAZ|2900.0|Gdańsk|Zaspa|Gdańsk, | 1 pokój|Wysoki standard|32.0|270 cm|Mar-17||1.0|Jasna z oknem||Tak|PCV 3 szyby, ciepły montaż|3500.0|450.0|Wtórny|||Apartamentowiec|10.04.2024|10.04.2024|morizon-M4G-MW-181-1|110|0|1.0||Tak||2021.0||||Beton, cegła|||||||Najmu|||||
148|Bez prowizji! Mieszkanie 3 pokoje, Gdańsk-Wrzeszcz|4440.0|Gdańsk|Wrzeszcz|Jana Kilińskiego| 3||60.14||01-May|||ANEKS KUCHENNY||||||Wtórny|||APARTAMENTOWIEC|05.04.2024|18.04.2024|morizon-72/14488/OMW|126|0|1.0||||2017.0||C.O. Z SIECI MIEJSKIEJ||PUSTAK|||||||Najmu|||||
149|"| Urokliwe mieszkanie | serce Starówki |"|4850.0|Gdańsk|Śródmieście|Starówka, | 3|Normalny|40.98||02-Mar|||Kuchnia otwarta z oknem||||||Wtórny|Własność|Na wyłączność|Kamienica|21.04.2024|22.04.2024|morizon-MOJI107|15|0|||||1955.0||Ogrzewanie miejskie||Cegła|||||||Najmu|||||
150|Piękny apartament pod wynajem Gdańsk Aniołki|5000.0|Gdańsk|Aniołki|Aniołki, | 4||117.5||01-Apr||3.0|||Tak||||Wtórny|||Blok Mieszkalny|24.03.2024|28.03.2024|morizon-DH228080|180|0|||Tak||1995.0||Co Miejskie|01.03.2024||||||||Najmu|||||
151|Bez prowizji mieszkanie 2 pokoje, Gdańsk-Ujeścisko|2330.0|Gdańsk|Ujeścisko-Łostowice|Mariana Kołodzieja| 2||39.9|270 cm|01-Mar|||ANEKS KUCHENNY||Tak||||Wtórny|||NISKI BLOK|11.04.2024|22.04.2024|morizon-75/14488/OMW|126|0|1.0||||2017.0||C.O. Z SIECI MIEJSKIEJ||PUSTAK|||||||Najmu|||||
152|Bez prowizji mieszkanie 2 pokoje, Gdańsk-Ujeścisko|2375.0|Gdańsk|Ujeścisko-Łostowice|Mariana Kołodzieja| 2||41.27|270 cm|01-Mar|||ANEKS KUCHENNY||Tak||||Wtórny|||NISKI BLOK|05.04.2024|18.04.2024|morizon-74/14488/OMW|162|0|1.0||||2017.0||C.O. Z SIECI MIEJSKIEJ||PUSTAK|||||||Najmu|||||
153|Bardzo fajne mieszkanie|2400.0|Gdańsk|Jasień|Kiełpinek, | 2||47.0||01-Feb||1.0|||Tak||||Wtórny|||Blok Mieszkalny|29.03.2024|17.04.2024|morizon-TY128869|153|0|||||2005.0||Co Miejskie|||||||||Najmu|||||
154|Kawalerka Gdańsk Oliwa|2500.0|Gdańsk|Oliwa|Oliwa, | 1 pokój||30.0||01-Apr|||||Nie||||Wtórny||Na wyłączność|Blok Mieszkalny|04.04.2024|08.04.2024|morizon-DH426278|142|0|||||||Co Własne|27.03.2024||||||||Najmu|||||
155|Zostań szczęśliwym Najemcą ! Osiedle Optima|2600.0|Gdańsk|Jasień|Jasień, | 2||44.0||04-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|05.04.2024|21.04.2024|morizon-TY715982|132|0|||||2020.0||Co Miejskie|01.08.2023||||||||Najmu|||||
156|Apartament Gdańsk Oliwa|2900.0|Gdańsk|Oliwa|Oliwa, | 2||43.4||01-Feb||1.0|||Tak||||Wtórny||Na wyłączność|Dom Wielorodzinny|27.03.2024|18.04.2024|morizon-DH760214|210|0|||||||Co Własne|27.03.2024||1.0||||||Najmu|||||
157|Piękne Gdańsk 37m2 Nowe dostępne od ZARAZ 2 pokoje|3200.0|Gdańsk|Gdańsk|Gdańsk, | 2|Wysoki standard|37.0|270 cm|01-May||2.0|Aneks kuchenny - połączony z salonem||Tak|PCV 3 szyby, ciepły montaż|4500.0|650.0|Wtórny|||Apartamentowiec|04.03.2024|04.03.2024|morizon-M4G-MW-174|127|0|1.0||Tak||2023.0||||Beton, cegła|||||||Najmu|||||
158|Mieszkanie na wynajem w świetnej lokalizacji|4500.0|Gdańsk|Oliwa|Oliwa, | 3||55.0||02-Mar|||||||||Wtórny||Na wyłączność|Kamienica|12.04.2024|14.04.2024|morizon-TY640182|94|0|||||1911.0||Co Miejskie|||||||||Najmu|||||
